sample_id,gt,pred,prob_0,prob_1,correct,preprocess_ms,inference_ms,total_ms,xmin,ymin,xmax,ymax
003632,1,1,0.064703,0.935297,true,3.909688,718.191094,722.100782,247,95,370,198
002780,1,0,0.488606,0.511394,false,3.854688,722.604218,726.458906,184,105,552,459
000890,1,1,0.028065,0.971935,true,3.896198,719.259843,723.156041,341,47,454,142
003172,1,1,0.022330,0.977670,true,8.293438,755.098854,763.392292,366,93,438,188
004094,1,1,0.025555,0.974445,true,3.603230,719.539948,723.143178,282,145,478,294
001858,0,0,0.999782,0.000218,true,3.978281,735.454010,739.432291,428,248,554,314
004438,1,1,0.009379,0.990621,true,3.697760,730.880312,734.578072,303,107,456,225
002212,0,0,0.982868,0.017132,true,4.003698,737.428750,741.432448,409,123,487,179
002166,1,1,0.019625,0.980375,true,4.054167,738.203802,742.257969,309,93,463,206
000541,0,0,0.996127,0.003873,true,3.923230,721.336719,725.259949,453,264,546,303
004299,1,1,0.208478,0.791522,true,3.926198,725.057135,728.983333,316,125,370,230
000154,0,0,0.567324,0.432676,true,4.036406,730.880312,734.916718,253,131,411,229
001597,1,1,0.019627,0.980373,true,3.663906,722.682812,726.346718,404,57,645,214
004417,1,1,0.011763,0.988237,true,3.688750,731.097239,734.785989,158,97,290,246
003169,1,1,0.019589,0.980411,true,3.765156,750.147187,753.912343,307,114,454,235
002724,1,1,0.035258,0.964742,true,4.087031,727.362343,731.449374,223,74,386,200
003663,1,1,0.084166,0.915834,true,3.719167,723.590052,727.309219,244,100,525,255
000244,0,1,0.023246,0.976754,false,3.857812,749.532031,753.389843,310,165,441,264
001834,0,0,0.999889,0.000110,true,3.851719,734.321510,738.173229,157,93,228,137
001365,1,1,0.028013,0.971987,true,3.738906,727.108958,730.847864,280,179,356,275
002678,1,1,0.012649,0.987351,true,3.706093,739.524687,743.230780,289,99,568,281
002916,0,0,0.862462,0.137538,true,4.016771,714.431458,718.448229,321,144,425,206
002435,0,0,0.669555,0.330445,true,3.892448,727.611510,731.503958,337,221,396,281
002364,0,0,0.765530,0.234470,true,3.751562,730.535625,734.287187,325,148,463,274
004549,1,1,0.068230,0.931770,true,4.459844,714.523385,718.983229,186,191,241,261
000690,1,1,0.093059,0.906941,true,3.989687,742.174375,746.164062,292,130,428,232
003119,1,1,0.013286,0.986714,true,3.987812,729.695416,733.683228,409,171,546,312
003401,1,1,0.063377,0.936623,true,3.737500,714.229427,717.966927,333,130,400,203
004049,1,1,0.039141,0.960859,true,3.957656,726.756510,730.714166,295,74,440,178
003683,1,1,0.026326,0.973674,true,3.795469,763.454427,767.249896,232,116,353,226
003079,1,0,0.359323,0.640677,false,3.885625,738.124375,742.010000,193,98,362,210
000649,0,0,0.462361,0.537639,true,4.035938,724.362708,728.398646,372,118,502,203
003888,1,1,0.019526,0.980474,true,3.825885,735.939219,739.765104,392,81,498,159
002883,0,0,0.984425,0.015575,true,3.688750,732.298750,735.987500,368,224,441,264
003830,1,1,0.017256,0.982744,true,3.681875,737.031354,740.713229,315,140,436,294
003329,1,1,0.031061,0.968939,true,4.065156,723.323906,727.389062,95,57,327,219
000793,0,0,0.879377,0.120623,true,3.839219,722.016614,725.855833,363,135,412,188
004200,1,1,0.051669,0.948331,true,3.705313,744.358906,748.064219,86,194,374,381
004890,1,1,0.054135,0.945865,true,3.996823,739.201146,743.197969,292,117,370,176
004594,1,1,0.006925,0.993075,true,3.760782,725.757396,729.518178,329,147,437,263
001957,1,1,0.030389,0.969611,true,3.985208,733.265573,737.250781,195,149,260,224
004959,1,1,0.019804,0.980196,true,3.680468,729.635521,733.315989,158,83,394,259
000483,1,1,0.165444,0.834556,true,3.771562,726.729844,730.501406,271,67,452,210
002959,0,0,0.961530,0.038470,true,3.750052,743.565989,747.316041,411,329,456,373
002374,0,0,0.931417,0.068583,true,3.638437,720.630468,724.268905,358,58,497,134
001695,1,1,0.025466,0.974534,true,3.882448,752.608958,756.491406,1,71,718,472
003808,1,1,0.035265,0.964735,true,3.860833,736.157708,740.018541,368,167,446,223
001762,1,1,0.192334,0.807666,true,3.809271,738.486406,742.295677,331,111,551,201
003261,1,1,0.021516,0.978484,true,3.703906,733.753646,737.457552,410,125,491,206
002751,1,1,0.117082,0.882918,true,9.946093,722.114895,732.060988,142,71,341,177
000900,1,1,0.016774,0.983226,true,3.898229,730.309114,734.207343,260,90,571,343
002578,1,1,0.030696,0.969304,true,3.994219,723.197917,727.192136,305,226,406,308
002193,1,1,0.062453,0.937547,true,4.125990,731.728541,735.854531,148,151,227,237
001766,0,1,0.040151,0.959849,false,3.732344,730.002604,733.734948,318,121,434,204
001879,0,0,0.994321,0.005679,true,3.606666,745.289635,748.896301,323,79,496,237
000161,0,0,0.684561,0.315439,true,3.773750,737.222344,740.996094,382,154,419,202
002807,1,1,0.010444,0.989556,true,3.941407,734.312916,738.254323,284,180,463,364
002225,1,1,0.034122,0.965878,true,4.082656,727.643386,731.726042,259,134,378,283
000762,1,0,0.893241,0.106759,false,3.989062,731.316718,735.305780,309,161,366,219
004126,0,0,0.324325,0.675675,true,3.630156,728.360417,731.990573,271,164,454,259
004521,1,1,0.015267,0.984733,true,3.791406,727.112135,730.903541,188,63,325,192
003004,1,1,0.027594,0.972406,true,3.808906,723.200417,727.009323,291,192,346,251
001583,1,1,0.011552,0.988448,true,3.885365,744.872500,748.757865,203,172,454,332
000183,1,0,0.295209,0.704791,false,3.740261,748.438593,752.178854,130,118,546,409
003853,1,1,0.048625,0.951375,true,3.737969,725.254792,728.992761,220,130,331,229
002697,1,1,0.039807,0.960193,true,3.977187,722.248438,726.225625,281,108,353,200
001096,1,1,0.128052,0.871948,true,2.744063,731.376406,734.120469,244,299,357,376
002005,1,1,0.017693,0.982307,true,2.664531,739.225573,741.890104,322,146,411,254
000750,1,1,0.020601,0.979399,true,3.943750,726.539999,730.483749,158,39,468,248
002744,1,1,0.048902,0.951098,true,3.680469,732.136250,735.816719,102,37,387,280
002604,1,1,0.034928,0.965072,true,4.229427,734.385364,738.614791,466,127,601,195
001283,1,1,0.085665,0.914335,true,4.006407,728.241562,732.247969,238,108,290,173
001122,1,1,0.032221,0.967779,true,3.850417,744.309218,748.159635,200,154,304,238
003806,1,1,0.047193,0.952807,true,3.748698,719.418750,723.167448,331,223,402,319
004151,0,0,0.997773,0.002227,true,3.682969,732.827812,736.510781,307,247,405,295
000190,0,0,0.353196,0.646804,true,3.838802,744.823697,748.662499,151,185,475,443
000123,0,0,0.900438,0.099562,true,3.805365,715.165781,718.971146,423,196,500,256
002836,1,1,0.024881,0.975119,true,3.926406,744.248594,748.175000,362,161,477,268
001601,1,1,0.012164,0.987836,true,5.273281,740.100364,745.373645,337,107,559,267
004670,0,1,0.170473,0.829527,false,3.674948,731.495781,735.170729,202,230,354,340
003958,1,1,0.029856,0.970144,true,4.059063,732.781042,736.840105,293,59,386,134
001769,0,0,0.958124,0.041876,true,4.047656,723.231823,727.279479,337,198,418,230
000174,0,1,0.212943,0.787057,false,3.728907,719.741718,723.470625,131,119,313,272
004395,1,1,0.125703,0.874297,true,4.023385,735.963749,739.987134,195,160,292,226
003471,0,0,0.948903,0.051097,true,3.801510,722.814687,726.616197,357,210,433,279
003383,1,1,0.145130,0.854870,true,3.864531,737.825625,741.690156,321,258,562,381
001278,1,1,0.015516,0.984484,true,3.916094,742.751094,746.667188,149,189,282,321
004671,0,0,0.736514,0.263486,true,3.854739,727.493125,731.347864,243,139,550,328
001751,0,0,0.993183,0.006817,true,4.047656,723.986510,728.034166,310,74,365,113
000841,1,1,0.009832,0.990168,true,3.895469,732.762552,736.658021,296,137,401,266
001253,1,1,0.138013,0.861987,true,3.871562,727.299218,731.170780,373,106,465,194
002503,1,1,0.209776,0.790224,true,3.769532,722.345886,726.115418,370,129,518,243
004807,1,1,0.249558,0.750442,true,3.735469,727.890990,731.626459,213,157,329,245
004250,1,1,0.006879,0.993121,true,3.747292,725.094687,728.841979,412,91,611,217
001446,1,0,0.686463,0.313537,false,3.771406,718.037812,721.809218,376,88,530,184
003338,1,1,0.017574,0.982426,true,4.014323,730.378385,734.392708,171,149,271,232
003717,1,1,0.006310,0.993690,true,3.758542,714.331719,718.090261,316,171,437,341
003456,0,0,0.579945,0.420055,true,3.782500,721.358281,725.140781,99,139,279,267
002621,1,0,0.276483,0.723517,false,3.928021,762.540469,766.468490,270,48,354,113
002130,1,1,0.079479,0.920521,true,3.955156,716.154687,720.109843,386,110,461,198
003475,0,0,0.990214,0.009786,true,4.072657,721.020000,725.092657,337,160,397,207
001687,1,1,0.129949,0.870051,true,3.744063,747.433750,751.177813,319,241,381,309
001638,1,1,0.026628,0.973372,true,3.857031,724.348437,728.205468,285,140,362,214
003990,1,1,0.024261,0.975739,true,3.767656,721.551093,725.318749,320,78,449,224
000818,1,1,0.026932,0.973068,true,3.710312,735.947916,739.658228,323,139,438,230
004404,1,1,0.038910,0.961090,true,3.932448,735.583854,739.516302,14,50,356,408
002396,0,0,0.998375,0.001625,true,3.929844,739.036719,742.966563,382,123,413,161
004063,1,1,0.027654,0.972346,true,3.751511,730.660573,734.412084,357,193,442,267
001807,0,0,0.998643,0.001357,true,3.955364,731.933281,735.888645,82,185,131,216
003882,1,0,0.348092,0.651908,false,3.853802,735.162499,739.016301,422,140,650,325
004510,1,1,0.020611,0.979389,true,3.746459,753.243437,756.989896,211,202,366,320
003360,1,1,0.043511,0.956489,true,3.994896,718.307812,722.302708,228,73,320,176
000169,0,0,0.974600,0.025400,true,3.789271,719.193125,722.982396,323,158,421,237
000076,1,1,0.025418,0.974582,true,3.718907,731.679843,735.398750,149,165,262,301
002985,1,1,0.039644,0.960356,true,3.690364,714.350156,718.040520,322,159,426,234
001064,1,0,0.285284,0.714716,false,3.955521,735.363437,739.318958,256,160,365,262
002882,0,1,0.194610,0.805390,false,3.858489,753.230937,757.089426,352,254,394,298
000785,1,1,0.021486,0.978514,true,3.702031,723.831875,727.533906,388,94,558,220
001154,1,0,0.917515,0.082485,false,3.651563,730.895468,734.547031,469,173,558,242
004170,1,1,0.013666,0.986334,true,2.656719,740.635104,743.291823,402,65,563,217
004437,1,1,0.016334,0.983666,true,3.956406,722.695833,726.652239,221,113,313,216
000957,1,0,0.480519,0.519481,false,3.984271,724.862916,728.847187,445,142,543,230
002261,1,1,0.042523,0.957477,true,4.705417,740.570416,745.275833,174,264,378,431
001264,1,1,0.072233,0.927767,true,3.612604,726.855364,730.467968,219,53,402,203
003917,1,1,0.020414,0.979586,true,3.680781,726.641354,730.322135,507,110,591,196
003963,1,1,0.012415,0.987585,true,3.756510,721.755156,725.511666,290,76,540,272
003485,0,0,0.442565,0.557435,true,3.958438,731.664531,735.622969,378,191,453,239
001094,1,1,0.057741,0.942259,true,3.895990,746.000156,749.896146,472,343,537,404
001898,0,0,0.998343,0.001657,true,4.005417,729.520469,733.525886,498,135,537,172
003541,0,1,0.079889,0.920111,false,3.760469,730.021094,733.781563,216,224,341,305
001999,1,1,0.035727,0.964273,true,3.697292,730.161146,733.858438,266,198,347,268
001876,1,1,0.098738,0.901262,true,3.966667,733.998594,737.965261,267,135,395,230
002791,0,0,0.925772,0.074228,true,3.976563,734.862239,738.838802,79,105,542,360
001773,0,0,0.865129,0.134871,true,3.772500,732.143958,735.916458,306,158,386,214
002830,1,1,0.015356,0.984644,true,3.689062,734.977968,738.667030,228,145,410,301
002062,1,1,0.007194,0.992806,true,3.779167,743.662968,747.442135,143,91,430,297
004431,1,1,0.010826,0.989174,true,4.076718,732.967187,737.043905,203,89,362,223
002215,0,0,0.991556,0.008444,true,3.951406,728.839583,732.790989,416,105,479,158
002610,0,0,0.809868,0.190132,true,4.030312,725.914687,729.944999,198,131,283,235
002084,1,1,0.043177,0.956823,true,3.698489,740.454895,744.153384,430,141,592,256
000908,1,1,0.062009,0.937991,true,3.811667,728.059531,731.871198,364,116,407,183
001176,1,1,0.019933,0.980067,true,4.003907,716.139843,720.143750,368,148,445,272
004999,1,1,0.067798,0.932202,true,3.782812,733.919479,737.702291,277,223,388,332
002082,1,1,0.014711,0.985289,true,3.847708,726.972135,730.819843,231,91,463,233
001224,1,1,0.017486,0.982515,true,3.695625,714.361718,718.057343,257,179,341,276
004046,1,1,0.030443,0.969557,true,3.789271,730.562603,734.351874,233,41,401,286
000363,0,0,0.929277,0.070723,true,3.775834,721.097291,724.873125,90,86,635,391
004792,1,1,0.026078,0.973922,true,3.986562,716.091927,720.078489,140,64,408,210
004509,1,1,0.010382,0.989618,true,3.900573,749.489948,753.390521,370,226,565,391
003312,0,1,0.176168,0.823832,false,3.739062,794.560417,798.299479,297,89,574,239
001284,1,1,0.031790,0.968210,true,3.863855,741.361823,745.225678,241,163,386,284
000845,1,1,0.035058,0.964942,true,3.944323,735.513490,739.457813,289,102,637,352
000880,1,1,0.022069,0.977931,true,3.814532,726.391510,730.206042,285,102,364,227
004355,1,1,0.031640,0.968360,true,3.743542,729.065052,732.808594,361,68,500,209
004380,1,1,0.082160,0.917840,true,3.647552,746.843906,750.491458,143,49,610,357
004808,1,1,0.058470,0.941530,true,3.924375,728.029062,731.953437,187,175,256,258
004565,1,1,0.043145,0.956855,true,4.022969,758.712135,762.735104,244,117,400,232
001948,1,1,0.046119,0.953881,true,3.766407,746.200312,749.966719,492,200,561,268
000798,1,1,0.078022,0.921978,true,3.732344,724.862656,728.595000,303,109,378,172
001014,1,1,0.050513,0.949487,true,8.603750,733.546302,742.150052,419,107,468,159
003881,1,1,0.085304,0.914696,true,3.864375,739.024271,742.888646,369,114,590,312
001521,1,1,0.023955,0.976045,true,4.023906,738.147500,742.171406,176,61,579,283
002044,1,1,0.044340,0.955660,true,3.933281,756.968854,760.902135,350,92,485,221
000855,1,1,0.032734,0.967266,true,3.712813,741.570312,745.283125,257,175,332,284
002847,1,1,0.078899,0.921101,true,3.876510,748.882500,752.759010,229,83,343,161
003356,1,1,0.074750,0.925250,true,3.871094,738.447656,742.318750,181,126,259,210
004451,1,0,0.273703,0.726297,false,4.104219,733.806666,737.910885,510,134,634,230
004235,1,1,0.007658,0.992342,true,3.732187,724.526510,728.258697,264,121,417,258
001839,1,1,0.018607,0.981393,true,3.884063,724.475521,728.359584,410,126,593,271
000710,1,1,0.024689,0.975311,true,4.010312,730.154427,734.164739,128,42,289,154
002242,1,1,0.004751,0.995249,true,3.723593,731.996979,735.720572,292,153,421,315
003204,1,1,0.031890,0.968110,true,3.792812,754.052135,757.844947,225,135,400,314
002581,1,1,0.057026,0.942974,true,3.916562,738.699062,742.615624,228,18,371,133
000852,1,0,0.733779,0.266221,false,3.988438,732.160468,736.148906,433,271,486,352
004766,1,1,0.015012,0.984988,true,3.618437,733.622500,737.240937,216,127,414,300
004062,1,1,0.029750,0.970250,true,3.969531,739.911562,743.881093,336,165,397,253
004973,1,1,0.022594,0.977406,true,3.945781,728.542708,732.488489,152,72,271,159
004060,1,1,0.029876,0.970124,true,3.778594,738.767447,742.546041,144,164,425,445
001674,1,1,0.041122,0.958878,true,3.784843,724.375624,728.160467,407,130,504,224
001146,1,1,0.029575,0.970425,true,3.919375,733.080469,736.999844,340,70,437,148
004580,1,1,0.032198,0.967802,true,3.948907,719.668593,723.617500,135,86,293,199
004497,1,1,0.009845,0.990155,true,3.767396,731.241249,735.008645,492,155,601,266
002180,1,1,0.160621,0.839379,true,3.978386,731.004375,734.982761,363,195,516,297
004746,1,1,0.047498,0.952502,true,3.842605,734.436666,738.279271,257,58,410,150
001620,1,0,0.749669,0.250331,false,3.685000,736.439062,740.124062,376,191,450,299
001965,1,1,0.157799,0.842201,true,3.952604,734.249791,738.202395,299,189,353,242
002722,1,1,0.012460,0.987540,true,3.867500,725.291406,729.158906,372,129,512,268
003547,0,0,0.975659,0.024341,true,3.687813,736.971927,740.659740,188,146,372,282
004412,1,1,0.088839,0.911161,true,3.892657,734.324531,738.217188,264,140,321,199
001942,0,0,0.997506,0.002494,true,3.999011,719.425728,723.424739,212,71,365,169
000001,0,0,0.917309,0.082691,true,3.816718,726.568958,730.385676,223,90,286,131
002701,1,1,0.020718,0.979282,true,3.807552,714.807344,718.614896,327,188,417,313
002623,0,0,0.386544,0.613456,true,3.903802,739.635624,743.539426,275,52,351,115
001983,1,1,0.115934,0.884066,true,3.914375,735.532239,739.446614,121,85,541,441
003273,1,1,0.011594,0.988406,true,3.758959,720.657552,724.416511,291,135,497,324
004388,1,1,0.038000,0.962000,true,3.873281,777.794375,781.667656,304,126,559,288
000147,1,0,0.754149,0.245851,false,4.172656,754.381510,758.554166,213,115,311,197
001387,1,0,0.589015,0.410985,false,3.892344,737.740833,741.633177,185,70,275,124
000323,0,0,0.995715,0.004285,true,3.920677,732.687968,736.608645,102,108,580,426
001556,0,0,0.845980,0.154020,true,3.885312,724.335677,728.220989,202,62,260,111
002367,0,0,0.860457,0.139543,true,3.866093,724.366562,728.232655,397,117,514,189
001771,0,0,0.998926,0.001074,true,3.717031,732.178854,735.895885,196,191,245,232
003758,0,1,0.200226,0.799774,false,4.061407,721.505416,725.566823,189,133,319,215
000714,1,1,0.022112,0.977888,true,3.948177,734.318749,738.266926,357,126,416,204
003712,1,1,0.080777,0.919223,true,3.672343,727.209010,730.881353,183,172,297,252
003075,1,1,0.023972,0.976028,true,3.661563,738.334999,741.996562,340,135,446,222
002996,1,1,0.019158,0.980842,true,4.024844,731.577447,735.602291,204,97,282,164
001618,1,1,0.025537,0.974463,true,3.790260,728.310364,732.100624,284,240,392,336
001671,1,1,0.037595,0.962405,true,3.951250,735.511875,739.463125,88,144,169,236
000842,1,1,0.006472,0.993528,true,3.847031,765.448437,769.295468,380,164,520,377
002863,0,0,0.956077,0.043923,true,3.872865,721.314739,725.187604,266,211,443,328
001272,1,1,0.222094,0.777906,true,3.766406,727.984843,731.751249,380,121,448,200
004456,1,1,0.004291,0.995709,true,2.659688,735.733645,738.393333,251,102,366,254
004637,1,1,0.011510,0.988490,true,3.873854,734.103594,737.977448,110,75,457,301
001871,0,0,0.932740,0.067260,true,3.902344,723.729948,727.632292,283,181,346,252
001615,1,0,0.279319,0.720681,false,3.938021,726.136458,730.074479,234,223,346,299
002294,1,1,0.040961,0.959039,true,3.910625,723.901562,727.812187,443,98,535,181
001587,1,1,0.007901,0.992100,true,3.933125,738.335364,742.268489,392,129,549,278
004636,1,1,0.014857,0.985143,true,3.845885,741.940208,745.786093,109,88,522,305
001677,1,1,0.033827,0.966173,true,3.727188,726.575000,730.302188,409,164,502,251
003090,1,1,0.116270,0.883730,true,3.883021,724.769531,728.652552,289,81,371,135
001918,0,1,0.185901,0.814099,false,3.872292,738.505260,742.377552,238,182,402,284
004110,0,0,0.986948,0.013052,true,3.834531,712.843333,716.677864,326,145,446,214
001411,1,1,0.111622,0.888378,true,3.841719,723.784792,727.626511,308,79,663,292
004310,1,1,0.020183,0.979817,true,4.157813,770.657031,774.814844,233,61,396,151
004078,0,0,0.992984,0.007016,true,3.863125,725.675104,729.538229,269,173,330,212
002577,1,1,0.025195,0.974805,true,3.724896,740.306874,744.031770,278,224,366,320
004801,1,1,0.014770,0.985230,true,3.623438,752.504115,756.127553,304,208,487,421
002026,1,1,0.031274,0.968726,true,3.944375,718.170417,722.114792,264,109,469,233
002099,1,0,0.474893,0.525107,false,3.940885,718.999114,722.939999,294,220,588,375
004136,0,0,0.472710,0.527290,true,3.699688,772.873489,776.573177,121,46,517,219
002889,0,1,0.113791,0.886209,false,3.643959,728.629479,732.273438,279,75,426,187
003054,1,1,0.010259,0.989741,true,3.768750,733.604218,737.372968,275,73,430,199
