sample_id,gt,pred,prob_0,prob_1,correct,preprocess_ms,inference_ms,total_ms,xmin,ymin,xmax,ymax
004712,0,0,0.893595,0.106405,true,3.641562,233.792604,237.434166,215,101,485,254
000756,1,1,0.009288,0.990712,true,3.473750,227.655052,231.128802,154,178,212,279
000689,1,1,0.011120,0.988880,true,3.555209,225.158073,228.713282,333,53,501,199
004668,0,1,0.029164,0.970836,false,3.615105,227.684479,231.299584,184,127,244,192
004013,1,0,0.461986,0.538014,false,3.441562,231.061406,234.502968,382,138,545,254
003741,1,1,0.021237,0.978763,true,3.636093,228.324219,231.960312,373,95,440,184
004650,0,0,0.975582,0.024418,true,3.474375,219.255937,222.730312,255,161,448,250
002306,1,1,0.019456,0.980544,true,3.478698,220.032917,223.511615,471,111,583,206
001021,1,1,0.011527,0.988473,true,3.494635,237.300989,240.795624,410,246,474,339
001491,1,1,0.056149,0.943851,true,3.482188,235.647865,239.130053,402,82,473,139
002448,1,1,0.022814,0.977186,true,3.515000,239.061771,242.576771,310,284,376,367
000537,0,0,0.999041,0.000959,true,3.485469,222.016823,225.502292,197,106,316,215
003154,1,1,0.115033,0.884967,true,3.692969,232.338958,236.031927,324,57,506,234
003817,1,1,0.013196,0.986804,true,3.639323,225.204792,228.844115,369,81,694,279
001241,1,1,0.091416,0.908584,true,3.440886,225.602083,229.042969,426,239,511,311
002660,1,0,0.976636,0.023364,false,3.615416,218.918489,222.533905,297,166,370,237
002966,0,0,0.999889,0.000111,true,3.581250,225.192188,228.773438,398,126,422,155
004105,0,0,0.985932,0.014068,true,3.426979,222.726718,226.153697,126,59,433,212
000222,1,0,0.380480,0.619520,false,3.432500,229.198125,232.630625,359,108,558,274
002662,1,1,0.011887,0.988113,true,3.534844,222.098750,225.633594,311,44,469,230
002939,0,0,0.998413,0.001587,true,3.508750,229.514218,233.022968,209,163,280,226
000797,1,1,0.029836,0.970164,true,3.564844,229.478125,233.042969,286,251,372,367
001347,1,1,0.039666,0.960334,true,3.532969,231.082968,234.615937,411,184,456,252
001229,1,1,0.036693,0.963307,true,3.486146,224.394375,227.880521,353,84,467,173
001215,1,0,0.838090,0.161910,false,3.672604,223.355521,227.028125,265,106,300,147
004102,1,1,0.016533,0.983467,true,3.435885,243.377552,246.813437,194,157,360,284
000988,1,0,0.897749,0.102251,false,3.637656,237.493281,241.130937,93,232,157,282
004176,1,1,0.024470,0.975530,true,3.537187,225.933906,229.471093,332,84,480,210
003632,1,1,0.057517,0.942483,true,3.404896,216.217656,219.622552,247,95,370,198
002780,1,0,0.552717,0.447283,false,3.639427,243.328282,246.967709,184,105,552,459
000890,1,1,0.026968,0.973032,true,3.541563,230.685104,234.226667,341,47,454,142
003172,1,1,0.017876,0.982124,true,3.803334,235.896406,239.699740,366,93,438,188
004094,1,1,0.021307,0.978693,true,3.612188,223.388281,227.000469,282,145,478,294
001858,0,0,0.999881,0.000119,true,3.682500,224.300938,227.983438,428,248,554,314
004438,1,1,0.007522,0.992478,true,3.496875,233.110000,236.606875,303,107,456,225
002212,0,0,0.988770,0.011230,true,3.531145,234.320468,237.851613,409,123,487,179
002166,1,1,0.014837,0.985163,true,3.689218,230.395833,234.085051,309,93,463,206
000541,0,0,0.997426,0.002574,true,3.708802,223.231927,226.940729,453,264,546,303
004299,1,1,0.163818,0.836182,true,3.546823,233.508854,237.055677,316,125,370,230
000154,0,0,0.597889,0.402111,true,3.712916,231.162552,234.875468,253,131,411,229
001597,1,1,0.016512,0.983488,true,3.559531,233.283021,236.842552,404,57,645,214
004417,1,1,0.008659,0.991341,true,3.489635,223.329948,226.819583,158,97,290,246
003169,1,1,0.015349,0.984651,true,7.124010,228.964375,236.088385,307,114,454,235
002724,1,1,0.028510,0.971490,true,3.456563,234.526406,237.982969,223,74,386,200
003663,1,1,0.069282,0.930718,true,3.576719,230.415052,233.991771,244,100,525,255
000244,0,1,0.020528,0.979472,false,3.708125,234.765729,238.473854,310,165,441,264
001834,0,0,0.999949,0.000051,true,3.479427,227.938438,231.417865,157,93,228,137
001365,1,1,0.023164,0.976836,true,3.499635,223.241875,226.741510,280,179,356,275
002678,1,1,0.009873,0.990126,true,3.303854,228.170000,231.473854,289,99,568,281
002916,0,0,0.871717,0.128283,true,3.416771,220.925937,224.342708,321,144,425,206
002435,0,0,0.654603,0.345397,true,3.685157,224.783593,228.468750,337,221,396,281
002364,0,0,0.806014,0.193986,true,2.339688,216.315677,218.655365,325,148,463,274
004549,1,1,0.059363,0.940637,true,3.436979,224.666771,228.103750,186,191,241,261
000690,1,1,0.070550,0.929450,true,3.506770,223.070156,226.576926,292,130,428,232
003119,1,1,0.010699,0.989301,true,3.437813,228.582083,232.019896,409,171,546,312
003401,1,1,0.047948,0.952052,true,3.525677,228.217499,231.743176,333,130,400,203
004049,1,1,0.034305,0.965695,true,3.422552,223.353489,226.776041,295,74,440,178
003683,1,1,0.020871,0.979129,true,3.511510,226.688437,230.199947,232,116,353,226
003079,1,0,0.365804,0.634196,false,3.420104,226.303698,229.723802,193,98,362,210
000649,0,0,0.473210,0.526790,true,3.522761,222.795625,226.318386,372,118,502,203
003888,1,1,0.015577,0.984423,true,3.534531,223.056718,226.591249,392,81,498,159
002883,0,0,0.989318,0.010682,true,3.504687,222.639115,226.143802,368,224,441,264
003830,1,1,0.013683,0.986317,true,3.512239,229.938594,233.450833,315,140,436,294
003329,1,1,0.025259,0.974741,true,3.771511,223.980104,227.751615,95,57,327,219
000793,0,0,0.928151,0.071849,true,3.943855,220.210468,224.154323,363,135,412,188
004200,1,1,0.044033,0.955967,true,3.358750,224.319219,227.677969,86,194,374,381
004890,1,1,0.045353,0.954647,true,3.390468,220.358750,223.749218,292,117,370,176
004594,1,1,0.004585,0.995415,true,3.495000,221.362813,224.857813,329,147,437,263
001957,1,1,0.025260,0.974740,true,3.428854,218.601041,222.029895,195,149,260,224
004959,1,1,0.016808,0.983192,true,3.802656,219.470781,223.273437,158,83,394,259
000483,1,1,0.133174,0.866826,true,3.409532,228.578750,231.988282,271,67,452,210
002959,0,0,0.965925,0.034075,true,3.543282,223.563489,227.106771,411,329,456,373
002374,0,0,0.951865,0.048135,true,3.765156,222.486563,226.251719,358,58,497,134
001695,1,1,0.020387,0.979613,true,3.626407,226.916666,230.543073,1,71,718,472
003808,1,1,0.028959,0.971041,true,3.438489,224.833541,228.272030,368,167,446,223
001762,1,1,0.187685,0.812315,true,3.405156,225.005312,228.410468,331,111,551,201
003261,1,1,0.017783,0.982217,true,3.396562,223.573958,226.970520,410,125,491,206
002751,1,1,0.110057,0.889943,true,3.377657,246.995469,250.373126,142,71,341,177
000900,1,1,0.013878,0.986122,true,3.465782,230.853438,234.319220,260,90,571,343
002578,1,1,0.023336,0.976664,true,3.470989,226.552657,230.023646,305,226,406,308
002193,1,1,0.054385,0.945615,true,3.448125,222.905729,226.353854,148,151,227,237
001766,0,1,0.031090,0.968910,false,3.447864,221.514219,224.962083,318,121,434,204
001879,0,0,0.996524,0.003476,true,3.407031,226.926875,230.333906,323,79,496,237
000161,0,0,0.675476,0.324524,true,3.361354,222.487188,225.848542,382,154,419,202
002807,1,1,0.008175,0.991825,true,3.420052,224.778907,228.198959,284,180,463,364
002225,1,1,0.026576,0.973424,true,3.420104,222.373958,225.794062,259,134,378,283
000762,1,0,0.929284,0.070716,false,3.392239,221.050261,224.442500,309,161,366,219
004126,0,0,0.277635,0.722365,true,3.402188,217.614115,221.016303,271,164,454,259
004521,1,1,0.011866,0.988134,true,3.737500,224.430885,228.168385,188,63,325,192
003004,1,1,0.021852,0.978148,true,3.728906,226.752812,230.481718,291,192,346,251
001583,1,1,0.008436,0.991564,true,3.529010,225.514323,229.043333,203,172,454,332
000183,1,0,0.292842,0.707158,false,11.197344,228.481406,239.678750,130,118,546,409
003853,1,1,0.044070,0.955930,true,3.461093,232.378385,235.839478,220,130,331,229
002697,1,1,0.036280,0.963720,true,3.638125,231.376093,235.014218,281,108,353,200
001096,1,1,0.114693,0.885307,true,3.749844,222.973750,226.723594,244,299,357,376
002005,1,1,0.015066,0.984933,true,3.632188,225.152344,228.784532,322,146,411,254
000750,1,1,0.017078,0.982922,true,3.438490,232.640729,236.079219,158,39,468,248
002744,1,1,0.038808,0.961192,true,3.681250,231.302239,234.983489,102,37,387,280
002604,1,1,0.027156,0.972844,true,3.508750,234.050938,237.559688,466,127,601,195
001283,1,1,0.063616,0.936384,true,3.552239,225.981250,229.533489,238,108,290,173
001122,1,1,0.025858,0.974142,true,3.675156,231.850261,235.525417,200,154,304,238
003806,1,1,0.042485,0.957515,true,3.508437,233.500937,237.009374,331,223,402,319
004151,0,0,0.998596,0.001404,true,3.522864,231.021407,234.544271,307,247,405,295
000190,0,0,0.332301,0.667699,true,3.658958,226.350156,230.009114,151,185,475,443
000123,0,0,0.871928,0.128072,true,3.699844,224.103385,227.803229,423,196,500,256
002836,1,1,0.018752,0.981248,true,3.513177,231.121459,234.634636,362,161,477,268
001601,1,1,0.009751,0.990249,true,3.592656,233.986094,237.578750,337,107,559,267
004670,0,1,0.182170,0.817830,false,3.980781,234.766093,238.746874,202,230,354,340
003958,1,1,0.022899,0.977101,true,3.714375,222.281823,225.996198,293,59,386,134
001769,0,0,0.960914,0.039086,true,3.576615,236.960781,240.537396,337,198,418,230
000174,0,1,0.194098,0.805902,false,3.687813,235.268438,238.956251,131,119,313,272
004395,1,1,0.098690,0.901310,true,3.413593,230.511718,233.925311,195,160,292,226
003471,0,0,0.959036,0.040964,true,3.440209,221.047500,224.487709,357,210,433,279
003383,1,1,0.121221,0.878779,true,3.509219,222.449218,225.958437,321,258,562,381
001278,1,1,0.011889,0.988111,true,3.789531,233.372344,237.161875,149,189,282,321
004671,0,0,0.740558,0.259442,true,3.423021,236.319271,239.742292,243,139,550,328
001751,0,0,0.994921,0.005079,true,3.718593,233.925417,237.644010,310,74,365,113
000841,1,1,0.007253,0.992747,true,3.759219,224.408906,228.168125,296,137,401,266
001253,1,1,0.110160,0.889840,true,3.547344,231.419218,234.966562,373,106,465,194
002503,1,1,0.196743,0.803257,true,3.426719,229.532187,232.958906,370,129,518,243
004807,1,0,0.302112,0.697888,false,3.689531,231.907917,235.597448,213,157,329,245
004250,1,1,0.005392,0.994608,true,3.701250,227.418125,231.119375,412,91,611,217
001446,1,0,0.735912,0.264088,false,3.556719,236.273802,239.830521,376,88,530,184
003338,1,1,0.013816,0.986184,true,3.495156,235.284844,238.780000,171,149,271,232
003717,1,1,0.004642,0.995358,true,3.521354,232.631615,236.152969,316,171,437,341
003456,0,0,0.596153,0.403847,true,3.418438,231.605521,235.023959,99,139,279,267
002621,1,0,0.270054,0.729946,false,4.020885,229.402344,233.423229,270,48,354,113
002130,1,1,0.067435,0.932565,true,3.526874,230.839323,234.366197,386,110,461,198
003475,0,0,0.992410,0.007590,true,3.665938,231.281250,234.947188,337,160,397,207
001687,1,1,0.113123,0.886877,true,3.515468,229.885260,233.400728,319,241,381,309
001638,1,1,0.020990,0.979010,true,3.784896,225.215156,229.000052,285,140,362,214
003990,1,1,0.020709,0.979291,true,3.528073,255.841094,259.369167,320,78,449,224
000818,1,1,0.020715,0.979285,true,3.516770,233.565260,237.082030,323,139,438,230
004404,1,1,0.033869,0.966131,true,3.454635,242.673594,246.128229,14,50,356,408
002396,0,0,0.999124,0.000876,true,3.830990,233.848594,237.679584,382,123,413,161
004063,1,1,0.019280,0.980720,true,3.532709,220.888386,224.421095,357,193,442,267
001807,0,0,0.999156,0.000844,true,3.883333,230.515989,234.399322,82,185,131,216
003882,1,0,0.341011,0.658989,false,3.597812,225.380157,228.977969,422,140,650,325
004510,1,1,0.016998,0.983002,true,3.685625,228.453125,232.138750,211,202,366,320
003360,1,1,0.037909,0.962091,true,3.536927,227.639792,231.176719,228,73,320,176
000169,0,0,0.983425,0.016575,true,7.149739,229.893281,237.043020,323,158,421,237
000076,1,1,0.020174,0.979826,true,3.452968,233.375364,236.828332,149,165,262,301
002985,1,1,0.033908,0.966092,true,3.416250,235.181406,238.597656,322,159,426,234
001064,1,0,0.273068,0.726932,false,3.667031,231.611250,235.278281,256,160,365,262
002882,0,1,0.181647,0.818353,false,3.751250,226.184427,229.935677,352,254,394,298
000785,1,1,0.016945,0.983055,true,3.865625,231.676614,235.542239,388,94,558,220
001154,1,0,0.929548,0.070452,false,3.823906,234.213802,238.037708,469,173,558,242
004170,1,1,0.011173,0.988827,true,3.488229,226.447656,229.935885,402,65,563,217
004437,1,1,0.013085,0.986915,true,3.475469,219.000208,222.475677,221,113,313,216
000957,1,0,0.585074,0.414926,false,3.499218,227.861771,231.360989,445,142,543,230
002261,1,1,0.031313,0.968687,true,3.442083,225.023906,228.465989,174,264,378,431
001264,1,1,0.065358,0.934642,true,3.604635,225.575521,229.180156,219,53,402,203
003917,1,1,0.015688,0.984312,true,3.506458,217.373593,220.880051,507,110,591,196
003963,1,1,0.009410,0.990590,true,3.503958,227.809584,231.313542,290,76,540,272
003485,0,0,0.441667,0.558333,true,3.615781,237.294271,240.910052,378,191,453,239
001094,1,1,0.047734,0.952266,true,3.515625,232.744792,236.260417,472,343,537,404
001898,0,0,0.998746,0.001254,true,3.493438,227.772344,231.265782,498,135,537,172
003541,0,1,0.058236,0.941764,false,3.483333,218.612084,222.095417,216,224,341,305
001999,1,1,0.030414,0.969586,true,3.697135,229.513177,233.210312,266,198,347,268
001876,1,1,0.098145,0.901855,true,3.744428,235.835677,239.580105,267,135,395,230
002791,0,0,0.924012,0.075988,true,3.453959,231.504532,234.958491,79,105,542,360
001773,0,0,0.878050,0.121950,true,3.472187,221.452864,224.925051,306,158,386,214
002830,1,1,0.011538,0.988462,true,3.315782,234.995156,238.310938,228,145,410,301
002062,1,1,0.005214,0.994786,true,3.374844,236.300937,239.675781,143,91,430,297
004431,1,1,0.008358,0.991642,true,3.786407,233.972031,237.758438,203,89,362,223
002215,0,0,0.994256,0.005744,true,3.785157,224.982604,228.767761,416,105,479,158
002610,0,0,0.810524,0.189476,true,4.945000,223.901459,228.846459,198,131,283,235
002084,1,1,0.043219,0.956781,true,3.511928,233.120208,236.632136,430,141,592,256
000908,1,1,0.046890,0.953110,true,3.840469,232.675521,236.515990,364,116,407,183
001176,1,1,0.018215,0.981785,true,3.694636,231.769010,235.463646,368,148,445,272
004999,1,1,0.056718,0.943282,true,3.703593,228.145156,231.848749,277,223,388,332
002082,1,1,0.012935,0.987065,true,3.598125,234.488073,238.086198,231,91,463,233
001224,1,1,0.013501,0.986499,true,3.473281,228.503854,231.977135,257,179,341,276
004046,1,1,0.027181,0.972818,true,3.459375,228.387291,231.846666,233,41,401,286
000363,0,0,0.948460,0.051540,true,3.940937,218.635000,222.575937,90,86,635,391
004792,1,1,0.020797,0.979203,true,3.680156,228.781146,232.461302,140,64,408,210
004509,1,1,0.007876,0.992124,true,3.427032,226.245261,229.672293,370,226,565,391
003312,0,1,0.153438,0.846562,false,3.642188,224.953906,228.596094,297,89,574,239
001284,1,1,0.024037,0.975963,true,3.526250,223.298906,226.825156,241,163,386,284
000845,1,1,0.029331,0.970669,true,3.466198,235.496406,238.962604,289,102,637,352
000880,1,1,0.018554,0.981446,true,3.645781,227.580104,231.225885,285,102,364,227
004355,1,1,0.026019,0.973981,true,3.518125,225.812865,229.330990,361,68,500,209
004380,1,1,0.069011,0.930989,true,3.628489,232.189532,235.818021,143,49,610,357
004808,1,1,0.056141,0.943859,true,4.084636,227.324843,231.409479,187,175,256,258
004565,1,1,0.036181,0.963819,true,3.781562,233.756302,237.537864,244,117,400,232
001948,1,1,0.033199,0.966801,true,3.788750,232.553281,236.342031,492,200,561,268
000798,1,1,0.060036,0.939964,true,3.720416,233.452447,237.172863,303,109,378,172
001014,1,1,0.042581,0.957420,true,2.359896,217.706875,220.066771,419,107,468,159
003881,1,1,0.068888,0.931112,true,3.749115,237.027188,240.776303,369,114,590,312
001521,1,1,0.018334,0.981666,true,3.604896,230.879531,234.484427,176,61,579,283
002044,1,1,0.038506,0.961494,true,2.264219,225.221979,227.486198,350,92,485,221
000855,1,1,0.026729,0.973271,true,3.621719,220.538593,224.160312,257,175,332,284
002847,1,1,0.065019,0.934981,true,3.563854,219.720573,223.284427,229,83,343,161
003356,1,1,0.063627,0.936373,true,3.425937,232.140261,235.566198,181,126,259,210
004451,1,0,0.300579,0.699421,false,3.491615,232.471406,235.963021,510,134,634,230
004235,1,1,0.004756,0.995244,true,3.559219,229.430313,232.989532,264,121,417,258
001839,1,1,0.014930,0.985070,true,3.704323,219.217500,222.921823,410,126,593,271
000710,1,1,0.021346,0.978654,true,3.523125,237.929583,241.452708,128,42,289,154
002242,1,1,0.003500,0.996500,true,3.470990,237.512969,240.983959,292,153,421,315
003204,1,1,0.027180,0.972820,true,3.701250,232.080052,235.781302,225,135,400,314
002581,1,1,0.049573,0.950427,true,2.406198,220.553020,222.959218,228,18,371,133
000852,1,0,0.789701,0.210299,false,3.476094,234.392916,237.869010,433,271,486,352
004766,1,1,0.011744,0.988256,true,3.770521,234.670781,238.441302,216,127,414,300
004062,1,1,0.021981,0.978019,true,3.522344,231.490573,235.012917,336,165,397,253
004973,1,1,0.019378,0.980622,true,3.650677,231.499844,235.150521,152,72,271,159
004060,1,1,0.024117,0.975883,true,3.735156,224.965364,228.700520,144,164,425,445
001674,1,1,0.032091,0.967909,true,3.848907,231.766407,235.615314,407,130,504,224
001146,1,1,0.024233,0.975767,true,3.725209,234.034896,237.760105,340,70,437,148
004580,1,1,0.027462,0.972538,true,3.505469,226.552709,230.058178,135,86,293,199
004497,1,1,0.007816,0.992184,true,3.717240,230.820000,234.537240,492,155,601,266
002180,1,1,0.142250,0.857750,true,3.385104,236.363125,239.748229,363,195,516,297
004746,1,1,0.041251,0.958749,true,3.553750,230.009844,233.563594,257,58,410,150
001620,1,0,0.798783,0.201217,false,3.473125,226.883125,230.356250,376,191,450,299
001965,1,1,0.127590,0.872410,true,3.693906,218.439531,222.133437,299,189,353,242
002722,1,1,0.009061,0.990939,true,10.653594,219.236146,229.889740,372,129,512,268
003547,0,0,0.982595,0.017405,true,3.612812,228.254479,231.867291,188,146,372,282
004412,1,1,0.070663,0.929337,true,3.682969,226.559844,230.242813,264,140,321,199
001942,0,0,0.998086,0.001914,true,3.506510,220.828229,224.334739,212,71,365,169
000001,0,0,0.930503,0.069497,true,3.587968,221.945365,225.533333,223,90,286,131
002701,1,1,0.016528,0.983472,true,3.812708,227.655105,231.467813,327,188,417,313
002623,0,0,0.399817,0.600183,true,3.670990,227.594739,231.265729,275,52,351,115
001983,1,1,0.113313,0.886687,true,4.085677,234.425937,238.511614,121,85,541,441
003273,1,1,0.009045,0.990955,true,3.767291,223.548333,227.315624,291,135,497,324
004388,1,1,0.032085,0.967915,true,3.557031,232.303281,235.860312,304,126,559,288
000147,1,0,0.809788,0.190212,false,3.813073,234.005208,237.818281,213,115,311,197
001387,1,0,0.582121,0.417879,false,3.599063,233.193802,236.792865,185,70,275,124
000323,0,0,0.997691,0.002309,true,3.589062,224.397552,227.986614,102,108,580,426
001556,0,0,0.857095,0.142905,true,3.675364,234.833750,238.509114,202,62,260,111
002367,0,0,0.903218,0.096782,true,3.689323,231.346094,235.035417,397,117,514,189
001771,0,0,0.999292,0.000708,true,3.741719,222.695052,226.436771,196,191,245,232
003758,0,1,0.183566,0.816434,false,3.784375,231.754844,235.539219,189,133,319,215
000714,1,1,0.016258,0.983742,true,3.690000,220.266146,223.956146,357,126,416,204
003712,1,1,0.067483,0.932517,true,3.508594,232.423229,235.931823,183,172,297,252
003075,1,1,0.016644,0.983356,true,3.495000,234.429062,237.924062,340,135,446,222
002996,1,1,0.015024,0.984976,true,3.574896,232.546041,236.120937,204,97,282,164
001618,1,1,0.016953,0.983046,true,3.475938,227.046041,230.521979,284,240,392,336
001671,1,1,0.030327,0.969673,true,3.521875,231.896406,235.418281,88,144,169,236
000842,1,1,0.003995,0.996005,true,3.788542,230.037604,233.826146,380,164,520,377
002863,0,0,0.965627,0.034373,true,3.733698,233.488437,237.222135,266,211,443,328
001272,1,1,0.176218,0.823782,true,3.524218,225.096510,228.620728,380,121,448,200
004456,1,1,0.003202,0.996798,true,3.964427,222.198490,226.162917,251,102,366,254
004637,1,1,0.008521,0.991479,true,3.473907,229.192500,232.666407,110,75,457,301
001871,0,0,0.947283,0.052717,true,3.461927,225.011666,228.473593,283,181,346,252
001615,1,1,0.238110,0.761890,true,3.531718,219.530000,223.061718,234,223,346,299
002294,1,1,0.035883,0.964117,true,3.535416,218.808750,222.344166,443,98,535,181
001587,1,1,0.005967,0.994033,true,3.794531,227.309270,231.103801,392,129,549,278
004636,1,1,0.013999,0.986001,true,3.622968,228.989791,232.612759,109,88,522,305
001677,1,1,0.026267,0.973733,true,3.664375,224.941875,228.606250,409,164,502,251
003090,1,1,0.132559,0.867441,true,3.789062,222.974114,226.763176,289,81,371,135
001918,0,1,0.196155,0.803845,false,3.461875,226.256718,229.718593,238,182,402,284
004110,0,0,0.992221,0.007779,true,3.605416,228.754895,232.360311,326,145,446,214
001411,1,1,0.090684,0.909316,true,3.632656,225.607656,229.240312,308,79,663,292
004310,1,1,0.015282,0.984718,true,3.438282,220.284635,223.722917,233,61,396,151
004078,0,0,0.994098,0.005902,true,3.778593,231.511718,235.290311,269,173,330,212
002577,1,1,0.018722,0.981278,true,3.584635,224.456615,228.041250,278,224,366,320
004801,1,1,0.011029,0.988971,true,3.665157,225.947083,229.612240,304,208,487,421
002026,1,1,0.022956,0.977044,true,3.678541,219.485417,223.163958,264,109,469,233
002099,1,0,0.508181,0.491819,false,3.402969,228.941250,232.344219,294,220,588,375
004136,0,0,0.477057,0.522943,true,3.459896,231.876510,235.336406,121,46,517,219
002889,0,1,0.096742,0.903257,false,3.655573,229.542188,233.197761,279,75,426,187
003054,1,1,0.008159,0.991841,true,3.576875,217.224062,220.800937,275,73,430,199
