kind,sample_id_a,split_a,label_a,sample_id_b,split_b,label_b,dhash_hamming,ahash_hamming,same_label,same_split,sha256_a,sha256_b,relpath_a,relpath_b
near_hash,test_benign_0233,test,0,trainval_benign_0299,trainval,0,1,0,True,False,36da9e65c628e624da3c7b5158b9e1b0775e2e13e32ed2d1967aa869bd670cc3,93d5be8642ef522265bb8d4a3449840b8b512ba4f72e5c69e239fe90467d2a47,JPEGImages/test_benign_0233.png,JPEGImages/trainval_benign_0299.png
near_hash,test_benign_0235,test,0,trainval_benign_0294,trainval,0,0,0,True,False,7a1bb4b31e9152f623ecbe4b018486833a622170c9c7c49999f9f5e105be39e4,3c1fb2136a804c29efcb896a4ebe0a4862fb0c782eed7e95e745ca4a4475ad2e,JPEGImages/test_benign_0235.png,JPEGImages/trainval_benign_0294.png
near_hash,test_benign_0241,test,0,trainval_benign_0279,trainval,0,4,1,True,False,f913be373b5b78e531b80b5b3c1c203a027ecf67475a8fa87a728b17206cad17,8c528eb1845f17fa9d2a5ac654ffbe651b98f58b8637609afd7806c3f5bf44a9,JPEGImages/test_benign_0241.png,JPEGImages/trainval_benign_0279.png
near_hash,test_benign_0246,test,0,trainval_benign_0221,trainval,0,3,3,True,False,907b78e4e08ae4f9788fa75d1163aaeacf42ac05061c11cf8058f99ee09ed4c0,1c6746270b66602cb195977888215cc3d8023d81719933b38cbbbdc2bbf8589b,JPEGImages/test_benign_0246.png,JPEGImages/trainval_benign_0221.png
near_hash,test_benign_0247,test,0,trainval_benign_0236,trainval,0,0,2,True,False,eb02eaeb509133a280db04b9b491a9c1439dc86bdb8648a7db06082fba592b6d,18b24b15b4c4ec3738a165fc403ae3d6d0be637142674e2982e1d5438c900742,JPEGImages/test_benign_0247.png,JPEGImages/trainval_benign_0236.png
near_hash,test_benign_0251,test,0,trainval_benign_0244,trainval,0,2,2,True,False,bf3f859e7fc8e322a18d5e00ba4c107d43b41ed5ffd85d793e1a97628067da68,220e7151a45c243c61c0e59345b6e4780c1ce82837fec2b4f9d1e1cf39a36fb2,JPEGImages/test_benign_0251.png,JPEGImages/trainval_benign_0244.png
near_hash,test_benign_0257,test,0,trainval_benign_0223,trainval,0,5,0,True,False,a2c0fffcf83fd7d2200a7377f3e634631dc9ad0fd25a6c188ec18a970ec5097c,59ca0cd851ecbaeef4493e5220dff0263ff79be457c0cb6fe45983068bb7d1f8,JPEGImages/test_benign_0257.png,JPEGImages/trainval_benign_0223.png
near_hash,test_benign_0260,test,0,trainval_benign_0214,trainval,0,2,2,True,False,40158d60c7beb75a064a98be29e44122bdc73663335a8e57cdd14442fa7f2a32,1ad1592688e9139347dbccb3d17ae5524cb3c791ae784d7ce11c9388a655ca37,JPEGImages/test_benign_0260.png,JPEGImages/trainval_benign_0214.png
near_hash,test_benign_0260,test,0,trainval_benign_0281,trainval,0,3,2,True,False,40158d60c7beb75a064a98be29e44122bdc73663335a8e57cdd14442fa7f2a32,369abaa192638552e6ad07a5d8593963564fcfe731e2f8ae7d8bf6eb85dfa48a,JPEGImages/test_benign_0260.png,JPEGImages/trainval_benign_0281.png
near_hash,test_benign_0285,test,0,trainval_benign_0284,trainval,0,2,0,True,False,2e36e661b850fd4b51d85931e96130b61fc48b3afe65e52ed19815b0e7ae1e5d,8fbb1a6b2db7b719638bdc589599837a8ebb0342116ebe2f6ac22ab73a29d376,JPEGImages/test_benign_0285.png,JPEGImages/trainval_benign_0284.png
near_hash,test_benign_0287,test,0,trainval_benign_0232,trainval,0,1,0,True,False,45b73425c968dc271e80f8de719e588e947a2c20523ce9bd7600a6280a2dcdc6,a64e71ff8de75cecf907c6fc309d48b42640c383b42278b23c54eeadc11ec3f8,JPEGImages/test_benign_0287.png,JPEGImages/trainval_benign_0232.png
near_hash,test_benign_0287,test,0,trainval_benign_0276,trainval,0,0,0,True,False,45b73425c968dc271e80f8de719e588e947a2c20523ce9bd7600a6280a2dcdc6,2f37cdeb2eef81e49bff4b4e657ca5d72bb08b26ba51dd2154d17946a31715ac,JPEGImages/test_benign_0287.png,JPEGImages/trainval_benign_0276.png
near_hash,test_benign_0288,test,0,trainval_benign_0242,trainval,0,2,0,True,False,81706fbcd74b529859ba4caca0585bb69897e859e2e4f76df2acd0309a5b59bd,48ffed9733a9cd19628abffb496817b2c05fe7742130848bfb66096ed9c6a0b3,JPEGImages/test_benign_0288.png,JPEGImages/trainval_benign_0242.png
near_hash,test_benign_0290,test,0,trainval_benign_0200,trainval,0,2,3,True,False,f93a1cc1233b2fc1b440ca8ebb73eb00cd8f1576e0a7294ecb2a28ac1d4991e4,c25505f36003b7d3a4e34292e17aa8fe983002c1bb30dff25d94d4654279529c,JPEGImages/test_benign_0290.png,JPEGImages/trainval_benign_0200.png
near_hash,test_benign_0290,test,0,trainval_benign_0274,trainval,0,0,1,True,False,f93a1cc1233b2fc1b440ca8ebb73eb00cd8f1576e0a7294ecb2a28ac1d4991e4,90b0de079f7e458768f061b86d1afc89b7ad8a1efacec00a9e706994d8e2a04f,JPEGImages/test_benign_0290.png,JPEGImages/trainval_benign_0274.png
near_hash,test_benign_0293,test,0,trainval_benign_0225,trainval,0,4,0,True,False,76d63d169f9b38f6e50985861ec1c555ee802c33d5162285f778cf9519e32a33,264c4813c1a7af5caed057a4c78ad6d565006208a8ad371727ab79302f3fe944,JPEGImages/test_benign_0293.png,JPEGImages/trainval_benign_0225.png
near_hash,test_benign_0293,test,0,trainval_benign_0292,trainval,0,2,0,True,False,76d63d169f9b38f6e50985861ec1c555ee802c33d5162285f778cf9519e32a33,d4369751037738e3a19d6bffb3cd461acaf73844fc2c1c145abca0871edb13ca,JPEGImages/test_benign_0293.png,JPEGImages/trainval_benign_0292.png
near_hash,test_benign_0298,test,0,trainval_benign_0210,trainval,0,0,1,True,False,cce62138bf6396eaa28072662da3c08cf7f4d596b1b5eb8d43fcb94a618a9b90,75f340362ecab3eafeecca39d7094f99dc105be711501deaa15183740c3cd405,JPEGImages/test_benign_0298.png,JPEGImages/trainval_benign_0210.png
near_hash,test_benign_0301,test,0,trainval_benign_0202,trainval,0,1,0,True,False,b1dc0e084f46d3dbe12b291af117999c6d911d8104897632072e5cef12376fc2,717604959ac486c0b5d8905cf106af543745e15914b3c0ae4130486f4b5a1f5d,JPEGImages/test_benign_0301.png,JPEGImages/trainval_benign_0202.png
near_hash,test_benign_0316,test,0,trainval_benign_0426,trainval,0,4,0,True,False,5e53d6bf9af82484907c50ed82ec7ecdb95482f5019e496aa903d3d63208c8f5,c763b05343c3e75cdd884895434dd5b244f11766888b1c281a0e88861e04ab60,JPEGImages/test_benign_0316.png,JPEGImages/trainval_benign_0426.png
near_hash,test_benign_0320,test,0,trainval_benign_0003,trainval,0,0,0,True,False,4c619e6e7f4424dd8220dcd80cb8794bb0afc0dc2259d52f4487c447233ce4e2,35bc400991087c0582b34caa751794b14941a879f931db35844c8308f35d6ddc,JPEGImages/test_benign_0320.png,JPEGImages/trainval_benign_0003.png
near_hash,test_benign_0323,test,0,trainval_benign_0006,trainval,0,1,0,True,False,db357797b98ceeba5f5c19516d9efc58a2ac3306b413d0d0a9a886f7e45688f1,fb6406d1098bce434ae75470fc7c8a421ea161351f9a673c1dde2d1795ce55f8,JPEGImages/test_benign_0323.png,JPEGImages/trainval_benign_0006.png
near_hash,test_benign_0396,test,0,trainval_benign_0413,trainval,0,2,0,True,False,f5fe0cd2149c837d7e7f435e39172f2b51e99b5517724892cbdba6f36ec8a07f,5fb9c386ea73d58735978109fd483d9e6a44b4e402d36b3f6bd841c87fea5241,JPEGImages/test_benign_0396.png,JPEGImages/trainval_benign_0413.png
near_hash,test_benign_0406,test,0,trainval_malignant_0094,trainval,1,1,3,False,False,9d2cffa224a9293f9b51a60d20ccbbee11fef195a7999d9b0186891fe106dc33,b8b50a73d5ddb1f6e20733e5702259a5f3c8c25bbf4fa4784718093fccdfe2e3,JPEGImages/test_benign_0406.png,JPEGImages/trainval_malignant_0094.png
near_hash,test_benign_0411,test,0,trainval_benign_0395,trainval,0,0,2,True,False,325329fb7bf84e096e239e1c737888184f6320d62a0608c74a74a568c6ff075b,2881914d05d2fd1625ac0a692b2ae42b36e91a66b9626571df9d699c824875ed,JPEGImages/test_benign_0411.png,JPEGImages/trainval_benign_0395.png
near_hash,test_benign_0415,test,0,trainval_benign_0404,trainval,0,3,0,True,False,1dd953cd0eee558176d6380142344be061d0fee1cc4cdec408dbfecb7387dd9a,76f03088a978d67f8eeb784b05c26ed789696b972b6c5d0a51d9e0a8d7e382d5,JPEGImages/test_benign_0415.png,JPEGImages/trainval_benign_0404.png
near_hash,test_malignant_0010,test,1,trainval_malignant_0112,trainval,1,0,0,True,False,a04fe0f90a9c6405499864fc7cd3f9caa8619858d8772b6f0087c39456eef37f,b9576557a8dc4bdac4f77edaa9269027572cd4faf82753f1668bf4c1f814f91c,JPEGImages/test_malignant_0010.png,JPEGImages/trainval_malignant_0112.png
near_hash,test_malignant_0034,test,1,trainval_malignant_0092,trainval,1,3,1,True,False,94d33f13e28d13f75d03c55a93eb77b27ee132acc7321223b87da97c3b888fdd,84b6e081e43c331a6c7e0bcfdbeec1e36ae3344faa4fce5929ee84bf29f13b6b,JPEGImages/test_malignant_0034.png,JPEGImages/trainval_malignant_0092.png
near_hash,test_malignant_0042,test,1,trainval_malignant_0039,trainval,1,4,1,True,False,def92549b2928af133ed41c7685b6b44f862ea9377bf08413e272770299b8e37,baa0e30a3d75d6f4f67b13190fb79057e92bc9db9076fd759bf94ee334d2a278,JPEGImages/test_malignant_0042.png,JPEGImages/trainval_malignant_0039.png
near_hash,test_malignant_0088,test,1,trainval_malignant_0017,trainval,1,3,0,True,False,ffb97f0f184fe03faa26187d92181ce94cc4a17087ad6a33bcf6b913f3c97653,110d7fdab47a7db6cc42b3c30165c364dbc966c18856d8a8e382376fe6317344,JPEGImages/test_malignant_0088.png,JPEGImages/trainval_malignant_0017.png
near_hash,test_malignant_0116,test,1,trainval_malignant_0018,trainval,1,1,0,True,False,eef0c695122f4210a33e1f96c89c94911581f1ec4cb5d225dbdb952036e19e39,69e1ad0397c2541530354184626d05faf8f816e81c572747a280ac4cf6d82fec,JPEGImages/test_malignant_0116.png,JPEGImages/trainval_malignant_0018.png
