sample_id,split,label,class_name,xml_object_name,orig_filename,filename,width,height,bytes,sha256,dhash64,ahash64,image_relpath
test_benign_0109,test,0,benign,0,benign (109).png,test_benign_0109.png,562,470,309093,74aa8cad60ec76274b479b12734cd6fc680e00e691a8e994d80c1662986aaf1e,29c4c4c876363670,ffff0f81fc600000,JPEGImages/test_benign_0109.png
test_benign_0118,test,0,benign,0,benign (118).png,test_benign_0118.png,653,620,382925,b09f90688f563e9325a8604fca3b7f5716eb927f0308fc9b77aa5253e6318689,1ba5e4d8674fc7c7,ffefef004058dc00,JPEGImages/test_benign_0118.png
test_benign_0132,test,0,benign,0,benign (132).png,test_benign_0132.png,552,483,310219,72a1dc8250c52a7495a34914339f908e8aac459929845fe0dbb81764797b68ea,a5b92667272e6686,fff3fffc2c000000,JPEGImages/test_benign_0132.png
test_benign_0133,test,0,benign,0,benign (133).png,test_benign_0133.png,369,342,167087,c54cffcd042f47c126c16b19f27f493495f1fa1d0af3e6aa3b204ab3bca888d0,5a639333236c4dcd,fffffffe00000000,JPEGImages/test_benign_0133.png
test_benign_0136,test,0,benign,0,benign (136).png,test_benign_0136.png,886,581,513389,42b2460b22887db6a5a6894901fcf5012e8d211f3734054900efb8488de8e58f,78bac1c9b5b13030,ffff8f9efe230000,JPEGImages/test_benign_0136.png
test_benign_0144,test,0,benign,0,benign (144).png,test_benign_0144.png,770,580,454962,7ac2dc2af3cfb3ac296efe410f6b84ace77189032756fc39a8fa6aafd8d7da87,b8d14a6a43632337,ffffff5c04040000,JPEGImages/test_benign_0144.png
test_benign_0152,test,0,benign,0,benign (152).png,test_benign_0152.png,555,471,296144,a070e6e888de75703a4e96d7a63de3542e84d5520d1384a7ca2614c8d5c7d7a5,9b99e0bc89830707,ffe381203a3e1e0e,JPEGImages/test_benign_0152.png
test_benign_0160,test,0,benign,0,benign (160).png,test_benign_0160.png,624,585,394284,f77d513859330447007523741dba8be557537784248b85c554cdcaaf8bbf0eed,cc48456461e2e2f2,9bffdfefef800000,JPEGImages/test_benign_0160.png
test_benign_0161,test,0,benign,0,benign (161).png,test_benign_0161.png,568,463,311164,de62e5d484e68bac14c742bbfb96fb93e7f46738ed9cb4b3e33a9bed864eb3cf,240c184909c9d9d9,7f7f7f7f12020000,JPEGImages/test_benign_0161.png
test_benign_0169,test,0,benign,0,benign (169).png,test_benign_0169.png,561,469,296681,26c91ac79e1843de9d3c4ca3f3298ab6146d13745360dfe02efa9d160e025f80,de898d854d4dd1c1,ffbf7fbf1e000000,JPEGImages/test_benign_0169.png
test_benign_0179,test,0,benign,0,benign (179).png,test_benign_0179.png,422,468,240992,5c1fc10c7aa4eb9053d250600c8f5f0d35a5a6c910142d1d7c26fd4b45fd3486,efeda6e6c672b2f0,ffffffff00000000,JPEGImages/test_benign_0179.png
test_benign_0182,test,0,benign,0,benign (182).png,test_benign_0182.png,555,463,315796,129effd84629b55d83603cfe6f3033845d53e3bf60ec8e799f91ae692989e6b4,132c2e266e160757,fffbfd7cfc200000,JPEGImages/test_benign_0182.png
test_benign_0183,test,0,benign,0,benign (183).png,test_benign_0183.png,916,683,547764,41c33e7bb6fba618239c724a7038bf35cabf1f23c3e4a57cabad6abc3837c521,a75e636376627070,fef8ffcf00c00000,JPEGImages/test_benign_0183.png
test_benign_0184,test,0,benign,0,benign (184).png,test_benign_0184.png,349,487,230216,5dfd0531fca57d1305d9f4a59f36017a4814440db5371c16285a92508594e565,0774ec0b03830140,ffffc03f0e000000,JPEGImages/test_benign_0184.png
test_benign_0186,test,0,benign,0,benign (186).png,test_benign_0186.png,741,574,443358,8f644e1d3d6bbd2af20d4dd3c064fdcaf210c076ab9b38007366bb95ad9fcbef,98c6d07070c64e4e,ffffffe3e11c1818,JPEGImages/test_benign_0186.png
test_benign_0195,test,0,benign,0,benign (195).png,test_benign_0195.png,729,611,324012,52cde0050bf8f6b34c9f1f2d4fdc42fea05af5e8d6eef9a0ca95d3ca37b6a621,0b47219048889771,7f7f03000001feff,JPEGImages/test_benign_0195.png
test_benign_0207,test,0,benign,0,benign (207).png,test_benign_0207.png,562,481,312019,0091c65812a5cbcd24d202674e3984831e48254a4ecdf35e8a38f839db908450,fcc9cb999999d819,ffffffff93800000,JPEGImages/test_benign_0207.png
test_benign_0215,test,0,benign,0,benign (215).png,test_benign_0215.png,600,396,299446,80c6f3dab044132c98cae20d6368d1493d8b199a2b300e8bfa2f5093de0f1274,f61d196d1cdc5c3d,fff8f2faf9900070,JPEGImages/test_benign_0215.png
test_benign_0216,test,0,benign,0,benign (216).png,test_benign_0216.png,646,386,311136,0833eb24032e01597f6856e58108b8c851e7762cbdba7dbea8c0ce9160c98cf6,390f652d2f4c4e4e,fe38f87878f8d800,JPEGImages/test_benign_0216.png
test_benign_0224,test,0,benign,0,benign (224).png,test_benign_0224.png,568,469,323359,e2915006fd9598420a2f6230531df3594a8a0d994325c5e55a3d246bd18b597b,ce4e6dcccccc8ece,fffffffff9000000,JPEGImages/test_benign_0224.png
test_benign_0228,test,0,benign,0,benign (228).png,test_benign_0228.png,563,469,302761,5d009d5dc31453b96f653530892844ce2e95685a66741e8eb0da84673734b7a9,312326232f6d7cec,ffffffff7c000000,JPEGImages/test_benign_0228.png
test_benign_0229,test,0,benign,0,benign (229).png,test_benign_0229.png,564,470,311194,cc7fa4ed1750dc08da0b3f4ccba285f16c8fe6059e3ea76e562f11d47a5d2a9c,4006013104044005,ff3f3f030f090000,JPEGImages/test_benign_0229.png
test_benign_0233,test,0,benign,0,benign (233).png,test_benign_0233.png,557,471,306297,36da9e65c628e624da3c7b5158b9e1b0775e2e13e32ed2d1967aa869bd670cc3,32b3833b393a68f0,ffffff2600000000,JPEGImages/test_benign_0233.png
test_benign_0235,test,0,benign,0,benign (235).png,test_benign_0235.png,560,468,304634,7a1bb4b31e9152f623ecbe4b018486833a622170c9c7c49999f9f5e105be39e4,ec2c2c0d3c312c34,ffffff7b00000000,JPEGImages/test_benign_0235.png
test_benign_0237,test,0,benign,0,benign (237).png,test_benign_0237.png,558,473,336660,4f57cb1282f4f7d99fcfd0cf2c7e5ae01f4e1becd16800328db2493ca7825766,866039e9e7cd46cb,ffe7e3c2c0000018,JPEGImages/test_benign_0237.png
test_benign_0238,test,0,benign,0,benign (238).png,test_benign_0238.png,556,469,320566,3b8f7c09d17dfb27e39a83a672fcb10fae4963f2c3f03298ec9cf472d8648a5b,0997f2622118783f,ffffcf0723300020,JPEGImages/test_benign_0238.png
test_benign_0241,test,0,benign,0,benign (241).png,test_benign_0241.png,562,471,324714,f913be373b5b78e531b80b5b3c1c203a027ecf67475a8fa87a728b17206cad17,48d1e3b3ebfb7138,ffc7cf86c6e00000,JPEGImages/test_benign_0241.png
test_benign_0243,test,0,benign,0,benign (243).png,test_benign_0243.png,561,473,314856,1a7490710c5324084bf6d5b477a5314f4e56e247d570df54d38c288eaf41af14,eefd3998de223393,fffbffb3a0000000,JPEGImages/test_benign_0243.png
test_benign_0246,test,0,benign,0,benign (246).png,test_benign_0246.png,526,331,249919,907b78e4e08ae4f9788fa75d1163aaeacf42ac05061c11cf8058f99ee09ed4c0,c385c1d312979393,0f0f07863e0f1fff,JPEGImages/test_benign_0246.png
test_benign_0247,test,0,benign,0,benign (247).png,test_benign_0247.png,469,396,226845,eb02eaeb509133a280db04b9b491a9c1439dc86bdb8648a7db06082fba592b6d,7a64491c2e6424e4,ffe99ffd78000100,JPEGImages/test_benign_0247.png
test_benign_0251,test,0,benign,0,benign (251).png,test_benign_0251.png,467,387,247594,bf3f859e7fc8e322a18d5e00ba4c107d43b41ed5ffd85d793e1a97628067da68,4d9999dcdc9d1a99,fffefaf1b1100010,JPEGImages/test_benign_0251.png
test_benign_0257,test,0,benign,0,benign (257).png,test_benign_0257.png,467,392,249995,a2c0fffcf83fd7d2200a7377f3e634631dc9ad0fd25a6c188ec18a970ec5097c,4a4fc78d8c8d8134,ff9f9f9f1b030000,JPEGImages/test_benign_0257.png
test_benign_0259,test,0,benign,0,benign (259).png,test_benign_0259.png,465,390,233991,4a6f07aa72cef44fb46fd6fd40f1f5fba71ef50c672370accbb0546a6ff18f52,c4060131040c4001,ff3f1f030f090000,JPEGImages/test_benign_0259.png
test_benign_0260,test,0,benign,0,benign (260).png,test_benign_0260.png,498,331,232988,40158d60c7beb75a064a98be29e44122bdc73663335a8e57cdd14442fa7f2a32,638c0c1c8c0c0d79,ffb8f879b9391042,JPEGImages/test_benign_0260.png
test_benign_0265,test,0,benign,0,benign (265).png,test_benign_0265.png,544,328,246063,b05b54e7a9cc71019d85aa7e74ec396d89da65f379d07f9fc44b1c9eac9f24df,390f6d2d2d4d4e4e,fe38f87878f8d800,JPEGImages/test_benign_0265.png
test_benign_0269,test,0,benign,0,benign (269).png,test_benign_0269.png,465,390,208097,a2d6370c5534d2608c41d69b3d1d8d92db38a2b9300b19754a2dcdca44081eef,c950020f1f0f0f8c,ffff3f3e3c3c0000,JPEGImages/test_benign_0269.png
test_benign_0280,test,0,benign,0,benign (280).png,test_benign_0280.png,556,471,307196,2e14f20927376233b86f2dc9f8f0f2f230ec4f715e0121cebcb6d87265ec2d6f,c4060131040c4001,ff3f3f030f090000,JPEGImages/test_benign_0280.png
test_benign_0285,test,0,benign,0,benign (285).png,test_benign_0285.png,625,494,284550,2e36e661b850fd4b51d85931e96130b61fc48b3afe65e52ed19815b0e7ae1e5d,c1dc181b1a193820,fffbfb7430000000,JPEGImages/test_benign_0285.png
test_benign_0287,test,0,benign,0,benign (287).png,test_benign_0287.png,466,390,215996,45b73425c968dc271e80f8de719e588e947a2c20523ce9bd7600a6280a2dcdc6,ee6e4e4e0e8e9ccc,fff8783c3c180000,JPEGImages/test_benign_0287.png
test_benign_0288,test,0,benign,0,benign (288).png,test_benign_0288.png,463,390,224140,81706fbcd74b529859ba4caca0585bb69897e859e2e4f76df2acd0309a5b59bd,9c43cacfcb899f17,3fffdfde1e021000,JPEGImages/test_benign_0288.png
test_benign_0290,test,0,benign,0,benign (290).png,test_benign_0290.png,465,389,247540,f93a1cc1233b2fc1b440ca8ebb73eb00cd8f1576e0a7294ecb2a28ac1d4991e4,8e69e1cd81064387,ffe3cf9f0f0f0004,JPEGImages/test_benign_0290.png
test_benign_0293,test,0,benign,0,benign (293).png,test_benign_0293.png,473,389,230257,76d63d169f9b38f6e50985861ec1c555ee802c33d5162285f778cf9519e32a33,68444c062c18312f,ffffff7f71000000,JPEGImages/test_benign_0293.png
test_benign_0298,test,0,benign,0,benign (298).png,test_benign_0298.png,466,391,245419,cce62138bf6396eaa28072662da3c08cf7f4d596b1b5eb8d43fcb94a618a9b90,cecc242c1e4e4d8f,fffffff970100000,JPEGImages/test_benign_0298.png
test_benign_0300,test,0,benign,0,benign (300).png,test_benign_0300.png,463,387,243277,3eb7301cb9cf04b1981eebf7e5237e08ff95a669a6693e5af8a1eed055b97aba,0997e2e22118583f,ffffcf0703300020,JPEGImages/test_benign_0300.png
test_benign_0301,test,0,benign,0,benign (301).png,test_benign_0301.png,463,383,214438,b1dc0e084f46d3dbe12b291af117999c6d911d8104897632072e5cef12376fc2,56d3d291f3b3b2f2,ffffffa286000000,JPEGImages/test_benign_0301.png
test_benign_0315,test,0,benign,0,benign (315).png,test_benign_0315.png,551,470,289844,852e1f5d09cf253a2d51774361063468a3d54bfb0e1624c7fdc1cbc92e0886e5,d6f1aca5a6a5b1e0,ffe2f9ffac000000,JPEGImages/test_benign_0315.png
test_benign_0316,test,0,benign,0,benign (316).png,test_benign_0316.png,550,469,308447,5e53d6bf9af82484907c50ed82ec7ecdb95482f5019e496aa903d3d63208c8f5,891d31383d2321f1,ffff7ffbff040000,JPEGImages/test_benign_0316.png
test_benign_0320,test,0,benign,0,benign (320).png,test_benign_0320.png,558,475,326660,4c619e6e7f4424dd8220dcd80cb8794bb0afc0dc2259d52f4487c447233ce4e2,4c434c0843cb8b89,fffffffb1e040000,JPEGImages/test_benign_0320.png
test_benign_0323,test,0,benign,0,benign (323).png,test_benign_0323.png,560,468,348283,db357797b98ceeba5f5c19516d9efc58a2ac3306b413d0d0a9a886f7e45688f1,c381e9c383c383c0,ffff8b0f0e0c0000,JPEGImages/test_benign_0323.png
test_benign_0330,test,0,benign,0,benign (330).png,test_benign_0330.png,669,567,351586,9a8399c6583a38948f5e109216462ae6942d3b0e084f527b7a4b0e1b798f8e89,1f3361b1978e8e1f,7effc7033c3c3818,JPEGImages/test_benign_0330.png
test_benign_0335,test,0,benign,0,benign (335).png,test_benign_0335.png,681,559,324257,93e285d7014200637f1d35e8fb180f631bdd12e091b4b9fb6ce851c57722fcc0,1f30322f2113070e,ffffff7c00000000,JPEGImages/test_benign_0335.png
test_benign_0338,test,0,benign,0,benign (338).png,test_benign_0338.png,611,382,263131,fb4ae2bd50133b82f6852b37e3888306c8e511479bbb90f5fc70bc940a46d326,735b0d0f0b0f4fcb,ffff7f7f1c180000,JPEGImages/test_benign_0338.png
test_benign_0341,test,0,benign,0,benign (341).png,test_benign_0341.png,683,562,326698,169b07026407c161192d6eb29b8562fbeb73257c1fdb0f1a9c3410bc8a3814bb,3630988d1c3e0f3f,7f67171030707838,JPEGImages/test_benign_0341.png
test_benign_0343,test,0,benign,0,benign (343).png,test_benign_0343.png,564,467,334849,6985f119baabac832b3e3ceb8111716c4590d93dfc692cd70416121e5b0010dc,198991f1e1b8f8f8,ffffffc787810000,JPEGImages/test_benign_0343.png
test_benign_0359,test,0,benign,0,benign (359).png,test_benign_0359.png,567,462,321588,1c6a9d5aa19ff1b34c871799038fe47cd33823c59a5f7edc54e3ee0777ff2e1b,c8cdf07a33333333,fffff7f1e6000000,JPEGImages/test_benign_0359.png
test_benign_0362,test,0,benign,0,benign (362).png,test_benign_0362.png,557,464,314788,6920dcd00c8d0837b73ebe7143deb7a74ba935d7f5461178d4451ebc547c4474,0d7927223b1333b0,ffffffff20000000,JPEGImages/test_benign_0362.png
test_benign_0363,test,0,benign,0,benign (363).png,test_benign_0363.png,586,433,292511,302ff391e1b62c092a8cf30c8c2fe28d61875fd1b1741881ac58e9eb38c6d881,d86cdb332f1b2b3a,fffffffe7e000000,JPEGImages/test_benign_0363.png
test_benign_0373,test,0,benign,0,benign (373).png,test_benign_0373.png,555,457,292193,de9af36bbc1f506fe9e05800623937e8aa6a87e1706dbf714324b6650bec8d5f,8e7161f3123030b0,ffffefe720000000,JPEGImages/test_benign_0373.png
test_benign_0374,test,0,benign,0,benign (374).png,test_benign_0374.png,544,468,310902,a109ab4e16b19b3209b4d7fe15f31b510b4df1e1e84e8bf160eafc62bc7c2e4d,264e6d4343c1c0c4,ffffff5f0f000000,JPEGImages/test_benign_0374.png
test_benign_0375,test,0,benign,0,benign (375).png,test_benign_0375.png,775,571,455465,51a548c3bc883f0a4b32aa936ec34132672776f7503d81772127caf96129274b,4ed360cd990d4ece,ffffc7dbf3301800,JPEGImages/test_benign_0375.png
test_benign_0380,test,0,benign,0,benign (380).png,test_benign_0380.png,750,572,451042,689c689c4f69b0444f58590ea00e9801d56946773b1a5c597a1801c99aa49a8a,a8cde561cdec1f99,ffffefffde000000,JPEGImages/test_benign_0380.png
test_benign_0396,test,0,benign,0,benign (396).png,test_benign_0396.png,420,474,188680,f5fe0cd2149c837d7e7f435e39172f2b51e99b5517724892cbdba6f36ec8a07f,c5a171640500e0e0,ffff660000000000,JPEGImages/test_benign_0396.png
test_benign_0406,test,0,benign,0,benign (406).png,test_benign_0406.png,563,463,307339,9d2cffa224a9293f9b51a60d20ccbbee11fef195a7999d9b0186891fe106dc33,17316c6ccece8f8f,ffe7c1d99c1c1c00,JPEGImages/test_benign_0406.png
test_benign_0409,test,0,benign,0,benign (409).png,test_benign_0409.png,558,466,298106,02aa6671d01e9512367ef940d6eeb88f365f42814bfdc23e3bd19e9c894e9817,63f1983e3b1f0703,ffc70360f27c1c00,JPEGImages/test_benign_0409.png
test_benign_0411,test,0,benign,0,benign (411).png,test_benign_0411.png,602,587,365493,325329fb7bf84e096e239e1c737888184f6320d62a0608c74a74a568c6ff075b,fc7cda5e1f9e9c9c,fff3fdfd38100000,JPEGImages/test_benign_0411.png
test_benign_0415,test,0,benign,0,benign (415).png,test_benign_0415.png,781,578,433960,1dd953cd0eee558176d6380142344be061d0fee1cc4cdec408dbfecb7387dd9a,0160cccfcec18183,ffcf9f1c00031f1f,JPEGImages/test_benign_0415.png
test_benign_0417,test,0,benign,0,benign (417).png,test_benign_0417.png,599,416,254233,e536c6f9f3994d4a998391a988db27323630f46eac06198a7241116ccd017a00,2693b31f5fdfe73a,fffffefe30000000,JPEGImages/test_benign_0417.png
test_benign_0431,test,0,benign,0,benign (431).png,test_benign_0431.png,582,431,304880,ba86cd0725900e603208cd0e6cb3e66035b3994eea2eab1f87dd4fa1cfa5fb1b,1d31b2f2b3b23193,fbe7e7e7a7030000,JPEGImages/test_benign_0431.png
test_benign_0434,test,0,benign,0,benign (434).png,test_benign_0434.png,501,609,373900,71fbb5291f68d9f2170de1ca2ae80d9e9fc1e547c370d6458c80d0927ce6260f,1731341103030b07,7f7f41071e1e1e08,JPEGImages/test_benign_0434.png
test_benign_0437,test,0,benign,0,benign (437).png,test_benign_0437.png,768,585,441195,4c2fe6a4dec22e55775d155b9c41653ba6885fffacd225f387f0600ac9102c8a,d49989171f1e1e1e,ffffff3f38380000,JPEGImages/test_benign_0437.png
test_malignant_0010,test,1,malignant,0,malignant (10).png,test_malignant_0010.png,462,393,244742,a04fe0f90a9c6405499864fc7cd3f9caa8619858d8772b6f0087c39456eef37f,905133f331379727,fff7f7ee67600000,JPEGImages/test_malignant_0010.png
test_malignant_0011,test,1,malignant,0,malignant (11).png,test_malignant_0011.png,471,393,236131,6ced814172ddb5ec4f89abdff4fcd4756c8d40d945d174bf9ad4d58a5e9d2d1c,defc8d0919149187,fff1ffff73210300,JPEGImages/test_malignant_0011.png
test_malignant_0012,test,1,malignant,0,malignant (12).png,test_malignant_0012.png,479,392,271009,40c0cbc29b22b71803b79d414056333cac6278de05846146d5004fed21c8ffdd,4874661d34706291,fffbffffe1c30000,JPEGImages/test_malignant_0012.png
test_malignant_0013,test,1,malignant,0,malignant (13).png,test_malignant_0013.png,468,393,255485,991fdd0053f84a9e5e4651408aa830b0b5b77a0977454971a7f5c0506590f081,7236743bf3653537,ffffeffef4000000,JPEGImages/test_malignant_0013.png
test_malignant_0020,test,1,malignant,0,malignant (20).png,test_malignant_0020.png,558,475,295263,fc6c0f08eaee7bb8167497c92742b055bf961b3b6b4cb78979158f9b7a9879b3,134e3b7170612060,ffffffe703030001,JPEGImages/test_malignant_0020.png
test_malignant_0022,test,1,malignant,0,malignant (22).png,test_malignant_0022.png,570,474,300371,4dead9ee872c6663cb63a5cb19866738888b8bec32de4a8be833bcc805c51ef0,c75713b038b9f1f3,fffeffe160000000,JPEGImages/test_malignant_0022.png
test_malignant_0025,test,1,malignant,0,malignant (25).png,test_malignant_0025.png,563,470,286180,878f70344eaf2bb7c1a577969615fe26b1f951a2bd578868774e5836a632cb42,17377370f1707070,ffffefc380000000,JPEGImages/test_malignant_0025.png
test_malignant_0029,test,1,malignant,0,malignant (29).png,test_malignant_0029.png,567,470,285153,4bcb7f282753891124ac86bd9e0da1098523b858edb325e05360441671b7d0d1,0c5ecec6c64ede8c,fffdfd8c00000000,JPEGImages/test_malignant_0029.png
test_malignant_0031,test,1,malignant,0,malignant (31).png,test_malignant_0031.png,723,509,353333,7dec7a0355187bcc135a955ad1837173a9b0073b11efcf4377d7732dcb37d191,0545c1c1c9e0e0e0,ffffcf8702000000,JPEGImages/test_malignant_0031.png
test_malignant_0034,test,1,malignant,0,malignant (34).png,test_malignant_0034.png,620,589,384190,94d33f13e28d13f75d03c55a93eb77b27ee132acc7321223b87da97c3b888fdd,08b432f2e1f918a1,ffffe7e787030000,JPEGImages/test_malignant_0034.png
test_malignant_0038,test,1,malignant,0,malignant (38).png,test_malignant_0038.png,1048,578,608505,125b86683b3e81694acad39dda7807d077bf4cd9e3f8b6abeeb3c81b154676a2,731c1d70383968bc,fff9fbe3f3e34000,JPEGImages/test_malignant_0038.png
test_malignant_0042,test,1,malignant,0,malignant (42).png,test_malignant_0042.png,578,439,292151,def92549b2928af133ed41c7685b6b44f862ea9377bf08413e272770299b8e37,4f13b9b8a88ce0f0,fffff78301000000,JPEGImages/test_malignant_0042.png
test_malignant_0046,test,1,malignant,0,malignant (46).png,test_malignant_0046.png,785,571,456194,68e6b6996b0c3565eff8237655e9005f2419a8ce55b1aef4d6488d1cc3f0f502,ecd0f0c0c3c1c1c1,dbc7efdf87070000,JPEGImages/test_malignant_0046.png
test_malignant_0048,test,1,malignant,0,malignant (48).png,test_malignant_0048.png,552,493,333066,204f8b384bc126c0fa55ad739a668b8bcb69cf934c95fced3af66722d7e19716,4f59d9e5d1c30741,fff3ffff00000000,JPEGImages/test_malignant_0048.png
test_malignant_0053,test,1,malignant,0,malignant (53).png,test_malignant_0053.png,569,471,331423,bbc8715a43a3967863081087414b6fd4f4aa6e974d053cd5459b149b0dd0aa1e,0cf1e9edec6c74f0,ffffe7cae9c80000,JPEGImages/test_malignant_0053.png
test_malignant_0073,test,1,malignant,0,malignant (73).png,test_malignant_0073.png,549,474,312265,efbd872593d7150a360050e28d36d83637f2cd5ddd201972378d5f33d2b2027d,17cc87870d0dc4c0,ff9fff3f3f080000,JPEGImages/test_malignant_0073.png
test_malignant_0074,test,1,malignant,0,malignant (74).png,test_malignant_0074.png,558,464,308160,81fe0c759aa7a5b5a5ff64913a9e7ab4f2d61b932a53ff02a1b3eec48189a969,9bc98581cd69e1e1,ffdfff1fff010000,JPEGImages/test_malignant_0074.png
test_malignant_0075,test,1,malignant,0,malignant (75).png,test_malignant_0075.png,441,412,192588,4024a800e9610f7ce3674c9c32a3a01689e29fde1166e952d8addab8d1306e49,152828b0b0b070e1,ffffff0300000000,JPEGImages/test_malignant_0075.png
test_malignant_0088,test,1,malignant,0,malignant (88).png,test_malignant_0088.png,775,591,445628,ffb97f0f184fe03faa26187d92181ce94cc4a17087ad6a33bcf6b913f3c97653,6cf1626645c7ccec,ffffe7cf08000000,JPEGImages/test_malignant_0088.png
test_malignant_0100,test,1,malignant,0,malignant (100).png,test_malignant_0100.png,557,476,297174,64c3d90f45effae5d977734f865ab1aa6114936d986408180ecdd8591d3a5a93,ce33b17161e7e3e3,ffffe7e743000000,JPEGImages/test_malignant_0100.png
test_malignant_0102,test,1,malignant,0,malignant (102).png,test_malignant_0102.png,916,551,472975,c7ebee29585d21a58244b6aae42c2a9d3b0f6d0979aee3198cc418a455f70810,1f1d2d2466664666,3e7e7f6d4d4d0d00,JPEGImages/test_malignant_0102.png
test_malignant_0106,test,1,malignant,0,malignant (106).png,test_malignant_0106.png,667,458,342569,987a8f1ebfa1b3189050e5dfcbb406f52e44cba05a6fde02465d81764aab2002,252636323367a7a7,7f7f7f7f2c040000,JPEGImages/test_malignant_0106.png
test_malignant_0110,test,1,malignant,0,malignant (110).png,test_malignant_0110.png,557,470,340890,6175a507babfe30a794eb43d1ff7e1503e49a746ea9c6aa3850e8440b1132249,c874661c34702291,fffffffbe1c30000,JPEGImages/test_malignant_0110.png
test_malignant_0116,test,1,malignant,0,malignant (116).png,test_malignant_0116.png,582,434,267180,eef0c695122f4210a33e1f96c89c94911581f1ec4cb5d225dbdb952036e19e39,8182ce8d1c9cc8c0,ffffdd1b01000000,JPEGImages/test_malignant_0116.png
