dataset,image_id,analysis_label,label_name,split,n_observations,source_count
AUL,benign_000050,0,benign,trainval,3,3
AUL,benign_000051,0,benign,test,3,3
AUL,benign_000052,0,benign,trainval,3,3
AUL,benign_000053,0,benign,test,3,3
AUL,benign_000054,1,malignant,trainval,3,3
AUL,benign_000055,0,benign,test,3,3
AUL,benign_000056,1,malignant,trainval,3,3
AUL,benign_000057,0,benign,trainval,3,3
AUL,benign_000058,0,benign,test,3,3
AUL,benign_000059,1,malignant,test,3,3
AUL,benign_000060,0,benign,trainval,3,3
AUL,benign_000061,0,benign,trainval,3,3
AUL,benign_000062,1,malignant,trainval,3,3
AUL,benign_000063,0,benign,trainval,3,3
AUL,benign_000064,1,malignant,test,3,3
AUL,benign_000065,0,benign,trainval,3,3
AUL,benign_000066,1,malignant,trainval,3,3
AUL,benign_000067,0,benign,trainval,3,3
AUL,benign_000068,0,benign,trainval,3,3
AUL,benign_000069,0,benign,trainval,3,3
AUL,benign_000070,0,benign,trainval,3,3
AUL,benign_000071,1,malignant,trainval,3,3
AUL,benign_000072,0,benign,test,3,3
AUL,benign_000073,1,malignant,trainval,3,3
AUL,benign_000074,0,benign,trainval,3,3
AUL,benign_000075,1,malignant,test,3,3
AUL,benign_000076,0,benign,trainval,3,3
AUL,benign_000077,0,benign,trainval,3,3
AUL,benign_000078,0,benign,trainval,3,3
AUL,benign_000079,0,benign,trainval,3,3
AUL,benign_000080,1,malignant,trainval,3,3
AUL,benign_000081,0,benign,trainval,3,3
AUL,benign_000082,0,benign,trainval,3,3
AUL,benign_000083,0,benign,trainval,3,3
AUL,benign_000084,1,malignant,trainval,3,3
AUL,benign_000085,1,malignant,trainval,3,3
AUL,benign_000086,0,benign,trainval,3,3
AUL,benign_000087,0,benign,trainval,3,3
AUL,benign_000088,0,benign,test,3,3
AUL,benign_000089,0,benign,test,3,3
AUL,benign_000090,1,malignant,trainval,3,3
AUL,benign_000091,0,benign,trainval,3,3
AUL,benign_000092,0,benign,trainval,3,3
AUL,benign_000093,0,benign,test,3,3
AUL,benign_000094,1,malignant,trainval,3,3
AUL,benign_000095,0,benign,trainval,3,3
AUL,benign_000096,0,benign,trainval,3,3
AUL,benign_000097,0,benign,trainval,3,3
AUL,benign_000098,0,benign,trainval,3,3
AUL,benign_000099,0,benign,trainval,3,3
AUL,benign_000100,0,benign,test,3,3
AUL,benign_000101,0,benign,trainval,3,3
AUL,benign_000102,0,benign,trainval,3,3
AUL,benign_000103,0,benign,test,3,3
AUL,benign_000104,1,malignant,test,3,3
AUL,benign_000105,0,benign,trainval,3,3
AUL,benign_000106,1,malignant,trainval,3,3
AUL,benign_000107,0,benign,test,3,3
AUL,benign_000108,0,benign,test,3,3
AUL,benign_000109,0,benign,trainval,3,3
AUL,benign_000110,1,malignant,trainval,3,3
AUL,benign_000111,0,benign,trainval,3,3
AUL,benign_000112,0,benign,trainval,3,3
AUL,benign_000113,0,benign,trainval,3,3
AUL,benign_000114,1,malignant,trainval,3,3
AUL,benign_000115,0,benign,trainval,3,3
AUL,benign_000116,1,malignant,trainval,3,3
AUL,benign_000117,0,benign,test,3,3
AUL,benign_000118,0,benign,trainval,3,3
AUL,benign_000119,0,benign,trainval,3,3
AUL,benign_000120,1,malignant,trainval,3,3
AUL,benign_000121,0,benign,trainval,3,3
AUL,benign_000122,0,benign,test,3,3
AUL,benign_000123,0,benign,trainval,3,3
AUL,benign_000124,0,benign,trainval,3,3
AUL,benign_000125,1,malignant,trainval,3,3
AUL,benign_000126,0,benign,trainval,3,3
AUL,benign_000127,0,benign,trainval,3,3
AUL,benign_000128,0,benign,trainval,3,3
AUL,benign_000129,0,benign,trainval,3,3
AUL,benign_000130,1,malignant,test,3,3
AUL,benign_000131,0,benign,test,3,3
AUL,benign_000132,1,malignant,trainval,3,3
AUL,benign_000133,1,malignant,trainval,3,3
AUL,benign_000134,0,benign,trainval,3,3
AUL,benign_000135,0,benign,test,3,3
AUL,benign_000136,0,benign,trainval,3,3
AUL,benign_000137,1,malignant,trainval,3,3
AUL,benign_000138,0,benign,trainval,3,3
AUL,benign_000139,0,benign,trainval,3,3
AUL,benign_000140,1,malignant,trainval,3,3
AUL,benign_000141,0,benign,trainval,3,3
AUL,benign_000142,1,malignant,trainval,3,3
AUL,benign_000143,0,benign,trainval,3,3
AUL,benign_000144,0,benign,trainval,3,3
AUL,benign_000145,0,benign,trainval,3,3
AUL,benign_000146,0,benign,trainval,3,3
AUL,benign_000147,0,benign,trainval,3,3
AUL,benign_000148,1,malignant,trainval,3,3
AUL,benign_000149,0,benign,trainval,3,3
AUL,benign_000150,0,benign,test,3,3
AUL,benign_000151,0,benign,trainval,3,3
AUL,benign_000152,1,malignant,test,3,3
AUL,benign_000153,0,benign,trainval,3,3
AUL,benign_000154,0,benign,trainval,3,3
AUL,benign_000155,0,benign,trainval,3,3
AUL,benign_000156,0,benign,trainval,3,3
AUL,benign_000157,0,benign,trainval,3,3
AUL,benign_000158,0,benign,test,3,3
AUL,benign_000159,1,malignant,trainval,3,3
AUL,benign_000160,0,benign,trainval,3,3
AUL,benign_000161,0,benign,test,3,3
AUL,benign_000162,0,benign,trainval,3,3
AUL,benign_000163,0,benign,trainval,3,3
AUL,benign_000164,1,malignant,trainval,3,3
AUL,benign_000165,0,benign,trainval,3,3
AUL,benign_000166,0,benign,trainval,3,3
AUL,benign_000167,0,benign,trainval,3,3
AUL,benign_000168,0,benign,test,3,3
AUL,benign_000169,0,benign,trainval,3,3
AUL,benign_000170,0,benign,trainval,3,3
AUL,benign_000171,0,benign,trainval,3,3
AUL,benign_000172,1,malignant,trainval,3,3
AUL,benign_000173,0,benign,trainval,3,3
AUL,benign_000174,0,benign,trainval,3,3
AUL,benign_000175,1,malignant,trainval,3,3
AUL,benign_000176,0,benign,test,3,3
AUL,benign_000177,0,benign,trainval,3,3
AUL,benign_000178,1,malignant,trainval,3,3
AUL,benign_000179,1,malignant,trainval,3,3
AUL,benign_000180,0,benign,test,3,3
AUL,benign_000181,0,benign,trainval,3,3
AUL,benign_000182,0,benign,trainval,3,3
AUL,benign_000183,1,malignant,trainval,3,3
AUL,benign_000184,0,benign,test,3,3
AUL,benign_000185,0,benign,trainval,3,3
AUL,benign_000186,0,benign,trainval,3,3
AUL,benign_000187,0,benign,trainval,3,3
AUL,benign_000188,1,malignant,trainval,3,3
AUL,benign_000189,0,benign,test,3,3
AUL,benign_000190,0,benign,trainval,3,3
AUL,benign_000191,0,benign,trainval,3,3
AUL,benign_000192,0,benign,trainval,3,3
AUL,benign_000193,0,benign,test,3,3
AUL,benign_000194,0,benign,test,3,3
AUL,benign_000195,1,malignant,trainval,3,3
AUL,benign_000196,0,benign,trainval,3,3
AUL,benign_000197,0,benign,test,3,3
AUL,benign_000198,1,malignant,trainval,3,3
AUL,benign_000199,0,benign,trainval,3,3
AUL,benign_000200,0,benign,test,3,3
AUL,malignant_000001,1,malignant,trainval,3,3
AUL,malignant_000002,1,malignant,test,3,3
AUL,malignant_000003,1,malignant,trainval,3,3
AUL,malignant_000004,1,malignant,trainval,3,3
AUL,malignant_000005,1,malignant,trainval,3,3
AUL,malignant_000006,1,malignant,trainval,3,3
AUL,malignant_000007,1,malignant,trainval,3,3
AUL,malignant_000008,1,malignant,trainval,3,3
AUL,malignant_000009,1,malignant,test,3,3
AUL,malignant_000010,1,malignant,trainval,3,3
AUL,malignant_000011,1,malignant,trainval,3,3
AUL,malignant_000012,1,malignant,trainval,3,3
AUL,malignant_000013,1,malignant,trainval,3,3
AUL,malignant_000014,1,malignant,trainval,3,3
AUL,malignant_000015,1,malignant,trainval,3,3
AUL,malignant_000016,1,malignant,trainval,3,3
AUL,malignant_000017,1,malignant,trainval,3,3
AUL,malignant_000018,1,malignant,trainval,3,3
AUL,malignant_000019,1,malignant,trainval,3,3
AUL,malignant_000020,1,malignant,trainval,3,3
AUL,malignant_000021,1,malignant,trainval,3,3
AUL,malignant_000022,1,malignant,trainval,3,3
AUL,malignant_000023,1,malignant,trainval,3,3
AUL,malignant_000024,1,malignant,trainval,3,3
AUL,malignant_000025,1,malignant,trainval,3,3
AUL,malignant_000026,1,malignant,trainval,3,3
AUL,malignant_000027,1,malignant,trainval,3,3
AUL,malignant_000028,1,malignant,trainval,3,3
AUL,malignant_000029,1,malignant,trainval,3,3
AUL,malignant_000030,1,malignant,trainval,3,3
AUL,malignant_000031,0,benign,trainval,3,3
AUL,malignant_000032,1,malignant,trainval,3,3
AUL,malignant_000033,1,malignant,trainval,3,3
AUL,malignant_000034,1,malignant,trainval,3,3
AUL,malignant_000035,1,malignant,trainval,3,3
AUL,malignant_000036,1,malignant,trainval,3,3
AUL,malignant_000037,1,malignant,test,3,3
AUL,malignant_000038,1,malignant,trainval,3,3
AUL,malignant_000039,1,malignant,test,3,3
AUL,malignant_000040,1,malignant,trainval,3,3
AUL,malignant_000041,1,malignant,trainval,3,3
AUL,malignant_000042,1,malignant,trainval,3,3
AUL,malignant_000043,1,malignant,trainval,3,3
AUL,malignant_000044,1,malignant,trainval,3,3
AUL,malignant_000045,1,malignant,trainval,3,3
AUL,malignant_000046,1,malignant,trainval,3,3
AUL,malignant_000047,1,malignant,trainval,3,3
AUL,malignant_000048,1,malignant,trainval,3,3
AUL,malignant_000049,1,malignant,trainval,3,3
AUL,malignant_000050,1,malignant,trainval,3,3
AUL,malignant_000051,1,malignant,trainval,3,3
AUL,malignant_000052,1,malignant,trainval,3,3
AUL,malignant_000053,1,malignant,test,3,3
AUL,malignant_000054,1,malignant,test,3,3
AUL,malignant_000055,1,malignant,trainval,3,3
AUL,malignant_000056,1,malignant,trainval,3,3
AUL,malignant_000057,1,malignant,trainval,3,3
AUL,malignant_000058,1,malignant,trainval,3,3
AUL,malignant_000059,1,malignant,trainval,3,3
AUL,malignant_000060,1,malignant,test,3,3
AUL,malignant_000061,1,malignant,trainval,3,3
AUL,malignant_000062,1,malignant,trainval,3,3
AUL,malignant_000063,1,malignant,trainval,3,3
AUL,malignant_000064,1,malignant,trainval,3,3
AUL,malignant_000065,1,malignant,trainval,3,3
AUL,malignant_000066,1,malignant,trainval,3,3
AUL,malignant_000067,1,malignant,trainval,3,3
AUL,malignant_000068,1,malignant,trainval,3,3
AUL,malignant_000069,1,malignant,trainval,3,3
AUL,malignant_000070,1,malignant,trainval,3,3
AUL,malignant_000071,1,malignant,trainval,3,3
AUL,malignant_000072,1,malignant,trainval,3,3
AUL,malignant_000073,1,malignant,trainval,3,3
AUL,malignant_000074,1,malignant,trainval,3,3
AUL,malignant_000075,1,malignant,test,3,3
AUL,malignant_000076,1,malignant,trainval,3,3
AUL,malignant_000077,1,malignant,trainval,3,3
AUL,malignant_000078,1,malignant,trainval,3,3
AUL,malignant_000079,1,malignant,trainval,3,3
AUL,malignant_000080,1,malignant,trainval,3,3
AUL,malignant_000081,1,malignant,trainval,3,3
AUL,malignant_000082,1,malignant,trainval,3,3
AUL,malignant_000083,1,malignant,trainval,3,3
AUL,malignant_000084,1,malignant,trainval,3,3
AUL,malignant_000085,1,malignant,trainval,3,3
AUL,malignant_000086,1,malignant,trainval,3,3
AUL,malignant_000087,1,malignant,trainval,3,3
AUL,malignant_000088,1,malignant,trainval,3,3
AUL,malignant_000089,1,malignant,trainval,3,3
AUL,malignant_000090,1,malignant,trainval,3,3
AUL,malignant_000091,1,malignant,trainval,3,3
AUL,malignant_000092,1,malignant,trainval,3,3
AUL,malignant_000093,1,malignant,trainval,3,3
AUL,malignant_000094,1,malignant,trainval,3,3
AUL,malignant_000095,1,malignant,trainval,3,3
AUL,malignant_000096,1,malignant,trainval,3,3
AUL,malignant_000097,1,malignant,test,3,3
AUL,malignant_000098,1,malignant,test,3,3
AUL,malignant_000099,1,malignant,test,3,3
AUL,malignant_000100,1,malignant,trainval,3,3
AUL,malignant_000101,1,malignant,trainval,3,3
AUL,malignant_000102,1,malignant,trainval,3,3
AUL,malignant_000103,1,malignant,trainval,3,3
AUL,malignant_000104,1,malignant,test,3,3
AUL,malignant_000105,1,malignant,trainval,3,3
AUL,malignant_000106,1,malignant,trainval,3,3
AUL,malignant_000107,1,malignant,trainval,3,3
AUL,malignant_000108,1,malignant,trainval,3,3
AUL,malignant_000109,1,malignant,trainval,3,3
AUL,malignant_000110,1,malignant,trainval,3,3
AUL,malignant_000111,1,malignant,trainval,3,3
AUL,malignant_000112,1,malignant,test,3,3
AUL,malignant_000113,1,malignant,test,3,3
AUL,malignant_000114,1,malignant,trainval,3,3
AUL,malignant_000115,1,malignant,trainval,3,3
AUL,malignant_000116,1,malignant,test,3,3
AUL,malignant_000117,1,malignant,trainval,3,3
AUL,malignant_000118,1,malignant,trainval,3,3
AUL,malignant_000119,1,malignant,trainval,3,3
AUL,malignant_000120,1,malignant,test,3,3
AUL,malignant_000121,1,malignant,trainval,3,3
AUL,malignant_000122,1,malignant,trainval,3,3
AUL,malignant_000123,1,malignant,test,3,3
AUL,malignant_000124,1,malignant,test,3,3
AUL,malignant_000125,1,malignant,trainval,3,3
AUL,malignant_000126,1,malignant,test,3,3
AUL,malignant_000127,1,malignant,trainval,3,3
AUL,malignant_000128,1,malignant,test,3,3
AUL,malignant_000129,1,malignant,test,3,3
AUL,malignant_000130,1,malignant,test,3,3
AUL,malignant_000131,1,malignant,test,3,3
AUL,malignant_000132,1,malignant,trainval,3,3
AUL,malignant_000133,1,malignant,trainval,3,3
AUL,malignant_000134,1,malignant,trainval,3,3
AUL,malignant_000135,1,malignant,trainval,3,3
AUL,malignant_000136,1,malignant,trainval,3,3
AUL,malignant_000137,1,malignant,trainval,3,3
AUL,malignant_000138,1,malignant,trainval,3,3
AUL,malignant_000139,1,malignant,trainval,3,3
AUL,malignant_000140,0,benign,test,3,3
AUL,malignant_000141,1,malignant,trainval,3,3
AUL,malignant_000142,1,malignant,trainval,3,3
AUL,malignant_000143,1,malignant,trainval,3,3
AUL,malignant_000144,1,malignant,test,3,3
AUL,malignant_000145,1,malignant,trainval,3,3
AUL,malignant_000146,1,malignant,trainval,3,3
AUL,malignant_000147,1,malignant,test,3,3
AUL,malignant_000148,1,malignant,test,3,3
AUL,malignant_000149,1,malignant,trainval,3,3
AUL,malignant_000150,1,malignant,trainval,3,3
AUL,malignant_000151,1,malignant,test,3,3
AUL,malignant_000152,1,malignant,test,3,3
AUL,malignant_000153,1,malignant,test,3,3
AUL,malignant_000154,1,malignant,trainval,3,3
AUL,malignant_000155,1,malignant,trainval,3,3
AUL,malignant_000156,1,malignant,trainval,3,3
AUL,malignant_000157,1,malignant,trainval,3,3
AUL,malignant_000158,1,malignant,trainval,3,3
AUL,malignant_000159,1,malignant,trainval,3,3
AUL,malignant_000160,1,malignant,test,3,3
AUL,malignant_000161,0,benign,test,3,3
AUL,malignant_000162,1,malignant,trainval,3,3
AUL,malignant_000163,1,malignant,trainval,3,3
AUL,malignant_000164,1,malignant,trainval,3,3
AUL,malignant_000165,1,malignant,trainval,3,3
AUL,malignant_000166,1,malignant,trainval,3,3
AUL,malignant_000167,1,malignant,trainval,3,3
AUL,malignant_000168,1,malignant,trainval,3,3
AUL,malignant_000169,1,malignant,trainval,3,3
AUL,malignant_000170,1,malignant,trainval,3,3
AUL,malignant_000171,1,malignant,trainval,3,3
AUL,malignant_000172,1,malignant,test,3,3
AUL,malignant_000173,1,malignant,trainval,3,3
AUL,malignant_000174,1,malignant,trainval,3,3
AUL,malignant_000175,1,malignant,trainval,3,3
AUL,malignant_000176,1,malignant,trainval,3,3
AUL,malignant_000177,1,malignant,trainval,3,3
AUL,malignant_000178,1,malignant,trainval,3,3
AUL,malignant_000179,1,malignant,trainval,3,3
AUL,malignant_000180,1,malignant,trainval,3,3
AUL,malignant_000181,1,malignant,trainval,3,3
AUL,malignant_000182,1,malignant,trainval,3,3
AUL,malignant_000183,1,malignant,trainval,3,3
AUL,malignant_000184,1,malignant,test,3,3
AUL,malignant_000185,1,malignant,trainval,3,3
AUL,malignant_000186,1,malignant,trainval,3,3
AUL,malignant_000187,1,malignant,test,3,3
AUL,malignant_000188,1,malignant,trainval,3,3
AUL,malignant_000189,1,malignant,trainval,3,3
AUL,malignant_000190,1,malignant,trainval,3,3
AUL,malignant_000191,1,malignant,trainval,3,3
AUL,malignant_000192,1,malignant,trainval,3,3
AUL,malignant_000193,0,benign,trainval,3,3
AUL,malignant_000194,0,benign,test,3,3
AUL,malignant_000195,1,malignant,trainval,3,3
AUL,malignant_000196,1,malignant,trainval,3,3
AUL,malignant_000197,1,malignant,trainval,3,3
AUL,malignant_000198,0,benign,test,3,3
AUL,malignant_000199,1,malignant,test,3,3
AUL,malignant_000200,1,malignant,trainval,3,3
AUL,malignant_000201,1,malignant,test,3,3
AUL,malignant_000202,1,malignant,trainval,3,3
AUL,malignant_000203,1,malignant,test,3,3
AUL,malignant_000204,1,malignant,trainval,3,3
AUL,malignant_000205,1,malignant,trainval,3,3
AUL,malignant_000206,1,malignant,trainval,3,3
AUL,malignant_000207,1,malignant,trainval,3,3
AUL,malignant_000208,1,malignant,test,3,3
AUL,malignant_000209,1,malignant,trainval,3,3
AUL,malignant_000210,1,malignant,trainval,3,3
AUL,malignant_000211,1,malignant,trainval,3,3
AUL,malignant_000212,1,malignant,trainval,3,3
AUL,malignant_000213,0,benign,trainval,3,3
AUL,malignant_000214,1,malignant,trainval,3,3
AUL,malignant_000215,1,malignant,trainval,3,3
AUL,malignant_000216,1,malignant,trainval,3,3
AUL,malignant_000217,1,malignant,trainval,3,3
AUL,malignant_000218,1,malignant,test,3,3
AUL,malignant_000219,0,benign,trainval,3,3
AUL,malignant_000220,1,malignant,trainval,3,3
AUL,malignant_000221,1,malignant,trainval,3,3
AUL,malignant_000222,1,malignant,trainval,3,3
AUL,malignant_000223,1,malignant,trainval,3,3
AUL,malignant_000224,1,malignant,trainval,3,3
AUL,malignant_000225,1,malignant,trainval,3,3
AUL,malignant_000226,1,malignant,trainval,3,3
AUL,malignant_000227,1,malignant,test,3,3
AUL,malignant_000228,1,malignant,trainval,3,3
AUL,malignant_000229,1,malignant,trainval,3,3
AUL,malignant_000230,1,malignant,trainval,3,3
AUL,malignant_000231,1,malignant,trainval,3,3
AUL,malignant_000232,1,malignant,trainval,3,3
AUL,malignant_000233,1,malignant,test,3,3
AUL,malignant_000234,1,malignant,trainval,3,3
AUL,malignant_000235,1,malignant,trainval,3,3
AUL,malignant_000236,1,malignant,trainval,3,3
AUL,malignant_000237,1,malignant,trainval,3,3
AUL,malignant_000238,1,malignant,trainval,3,3
AUL,malignant_000239,1,malignant,trainval,3,3
AUL,malignant_000240,0,benign,test,3,3
AUL,malignant_000241,1,malignant,trainval,3,3
AUL,malignant_000242,1,malignant,trainval,3,3
AUL,malignant_000243,1,malignant,trainval,3,3
AUL,malignant_000244,1,malignant,trainval,3,3
AUL,malignant_000245,1,malignant,trainval,3,3
AUL,malignant_000246,1,malignant,trainval,3,3
AUL,malignant_000247,1,malignant,test,3,3
AUL,malignant_000248,1,malignant,trainval,3,3
AUL,malignant_000249,1,malignant,trainval,3,3
AUL,malignant_000250,1,malignant,trainval,3,3
AUL,malignant_000251,1,malignant,trainval,3,3
AUL,malignant_000252,1,malignant,test,3,3
AUL,malignant_000253,1,malignant,trainval,3,3
AUL,malignant_000254,1,malignant,test,3,3
AUL,malignant_000255,1,malignant,test,3,3
AUL,malignant_000256,1,malignant,trainval,3,3
AUL,malignant_000257,1,malignant,trainval,3,3
AUL,malignant_000258,1,malignant,trainval,3,3
AUL,malignant_000259,1,malignant,test,3,3
AUL,malignant_000260,1,malignant,trainval,3,3
AUL,malignant_000261,1,malignant,trainval,3,3
AUL,malignant_000262,1,malignant,trainval,3,3
AUL,malignant_000263,1,malignant,test,3,3
AUL,malignant_000264,0,benign,trainval,3,3
AUL,malignant_000265,0,benign,trainval,3,3
AUL,malignant_000266,1,malignant,trainval,3,3
AUL,malignant_000267,0,benign,test,3,3
AUL,malignant_000268,1,malignant,trainval,3,3
AUL,malignant_000269,1,malignant,trainval,3,3
AUL,malignant_000270,1,malignant,trainval,3,3
AUL,malignant_000271,1,malignant,trainval,3,3
AUL,malignant_000272,1,malignant,trainval,3,3
AUL,malignant_000273,1,malignant,trainval,3,3
AUL,malignant_000274,1,malignant,trainval,3,3
AUL,malignant_000275,1,malignant,trainval,3,3
AUL,malignant_000276,1,malignant,trainval,3,3
AUL,malignant_000277,1,malignant,trainval,3,3
AUL,malignant_000278,1,malignant,trainval,3,3
AUL,malignant_000279,1,malignant,trainval,3,3
AUL,malignant_000280,1,malignant,test,3,3
AUL,malignant_000281,1,malignant,trainval,3,3
AUL,malignant_000282,1,malignant,trainval,3,3
AUL,malignant_000283,1,malignant,trainval,3,3
AUL,malignant_000284,1,malignant,trainval,3,3
AUL,malignant_000285,0,benign,trainval,3,3
AUL,malignant_000286,1,malignant,trainval,3,3
AUL,malignant_000287,1,malignant,trainval,3,3
AUL,malignant_000288,0,benign,trainval,3,3
AUL,malignant_000289,1,malignant,trainval,3,3
AUL,malignant_000290,1,malignant,trainval,3,3
AUL,malignant_000291,1,malignant,trainval,3,3
AUL,malignant_000292,1,malignant,trainval,3,3
AUL,malignant_000293,1,malignant,trainval,3,3
AUL,malignant_000294,1,malignant,test,3,3
AUL,malignant_000295,1,malignant,trainval,3,3
AUL,malignant_000296,1,malignant,trainval,3,3
AUL,malignant_000297,1,malignant,trainval,3,3
AUL,malignant_000298,1,malignant,test,3,3
AUL,malignant_000299,1,malignant,trainval,3,3
AUL,malignant_000300,1,malignant,trainval,3,3
AUL,malignant_000301,1,malignant,trainval,3,3
AUL,malignant_000302,0,benign,trainval,3,3
AUL,malignant_000303,1,malignant,trainval,3,3
AUL,malignant_000304,1,malignant,test,3,3
AUL,malignant_000305,1,malignant,trainval,3,3
AUL,malignant_000306,0,benign,trainval,3,3
AUL,malignant_000307,1,malignant,trainval,3,3
AUL,malignant_000308,0,benign,test,3,3
AUL,malignant_000309,1,malignant,trainval,3,3
AUL,malignant_000310,1,malignant,test,3,3
AUL,malignant_000311,1,malignant,trainval,3,3
AUL,malignant_000312,1,malignant,trainval,3,3
AUL,malignant_000313,1,malignant,trainval,3,3
AUL,malignant_000314,0,benign,trainval,3,3
AUL,malignant_000315,1,malignant,trainval,3,3
AUL,malignant_000316,1,malignant,trainval,3,3
AUL,malignant_000317,0,benign,trainval,3,3
AUL,malignant_000318,1,malignant,trainval,3,3
AUL,malignant_000319,1,malignant,trainval,3,3
AUL,malignant_000320,1,malignant,trainval,3,3
AUL,malignant_000321,1,malignant,trainval,3,3
AUL,malignant_000322,1,malignant,trainval,3,3
AUL,malignant_000323,0,benign,trainval,3,3
AUL,malignant_000324,0,benign,test,3,3
AUL,malignant_000325,1,malignant,test,3,3
AUL,malignant_000326,0,benign,test,3,3
AUL,malignant_000327,1,malignant,trainval,3,3
AUL,malignant_000328,1,malignant,trainval,3,3
AUL,malignant_000329,1,malignant,trainval,3,3
AUL,malignant_000330,1,malignant,trainval,3,3
AUL,malignant_000331,1,malignant,trainval,3,3
AUL,malignant_000332,1,malignant,trainval,3,3
AUL,malignant_000333,1,malignant,trainval,3,3
AUL,malignant_000334,1,malignant,trainval,3,3
AUL,malignant_000335,1,malignant,trainval,3,3
AUL,malignant_000336,1,malignant,trainval,3,3
AUL,malignant_000337,1,malignant,trainval,3,3
AUL,malignant_000338,1,malignant,test,3,3
AUL,malignant_000339,1,malignant,trainval,3,3
AUL,malignant_000340,1,malignant,test,3,3
AUL,malignant_000341,0,benign,trainval,3,3
AUL,malignant_000342,1,malignant,trainval,3,3
AUL,malignant_000343,1,malignant,trainval,3,3
AUL,malignant_000344,1,malignant,trainval,3,3
AUL,malignant_000345,1,malignant,trainval,3,3
AUL,malignant_000346,1,malignant,test,3,3
AUL,malignant_000347,1,malignant,trainval,3,3
AUL,malignant_000348,1,malignant,trainval,3,3
AUL,malignant_000349,1,malignant,test,3,3
AUL,malignant_000350,1,malignant,trainval,3,3
AUL,malignant_000351,1,malignant,trainval,3,3
AUL,malignant_000352,1,malignant,test,3,3
AUL,malignant_000353,1,malignant,trainval,3,3
AUL,malignant_000354,1,malignant,trainval,3,3
AUL,malignant_000355,1,malignant,trainval,3,3
AUL,malignant_000356,1,malignant,trainval,3,3
AUL,malignant_000357,1,malignant,trainval,3,3
AUL,malignant_000358,1,malignant,trainval,3,3
AUL,malignant_000359,0,benign,trainval,3,3
AUL,malignant_000360,1,malignant,test,3,3
AUL,malignant_000361,1,malignant,trainval,3,3
AUL,malignant_000362,1,malignant,trainval,3,3
AUL,malignant_000363,1,malignant,trainval,3,3
AUL,malignant_000364,1,malignant,trainval,3,3
AUL,malignant_000365,1,malignant,trainval,3,3
AUL,malignant_000366,1,malignant,trainval,3,3
AUL,malignant_000367,1,malignant,trainval,3,3
AUL,malignant_000368,1,malignant,trainval,3,3
AUL,malignant_000369,1,malignant,test,3,3
AUL,malignant_000370,0,benign,trainval,3,3
AUL,malignant_000371,1,malignant,test,3,3
AUL,malignant_000372,1,malignant,test,3,3
AUL,malignant_000373,0,benign,trainval,3,3
AUL,malignant_000374,1,malignant,trainval,3,3
AUL,malignant_000375,1,malignant,trainval,3,3
AUL,malignant_000376,1,malignant,trainval,3,3
AUL,malignant_000377,0,benign,test,3,3
AUL,malignant_000378,1,malignant,test,3,3
AUL,malignant_000379,1,malignant,trainval,3,3
AUL,malignant_000380,0,benign,trainval,3,3
AUL,malignant_000381,1,malignant,trainval,3,3
